"CASEID","ALTERID","AGE","EDUC","RACE","SEX","RELIG","AGE_CATEGORICAL","EDUC_CATEGORICAL","TALKTO","SPOUSE","KIN"
19851124,2,64,8,"white","female","catholic","60+","No HS",3,2,1
19851124,3,62,12,"white","female","catholic","60+","HS",3,2,0
19851124,4,27,18,"white","female","catholic","20s","Post Graduate",2,2,1
19851125,1,28,16,"white","female","protestant","20s","College",2,2,1
19851125,2,67,12,"white","female","protestant","60+","HS",3,2,1
19851125,3,70,13,"white","male","protestant","60+","Some College",3,2,1
19851126,1,32,16,"white","male",NA,"30s","College",3,2,0
19851126,2,65,12,"white","male","other","60+","HS",3,2,0
19851126,3,35,16,"white","male",NA,"30s","College",2,2,0
19851126,4,31,16,"white","female","none","30s","College",2,2,0
19851126,5,32,12,"white","male","catholic","30s","HS",2,2,0
19851127,1,31,16,"black","male","protestant","30s","College",3,2,0
19851127,2,27,16,"hispanic","female","protestant","20s","College",4,2,0
19851127,3,47,13,"white","female","protestant","40s","Some College",1,2,1
19851127,4,55,12,"white","male","protestant","50s","HS",1,2,1
19851128,1,36,18,"white","male","protestant","30s","Post Graduate",1,2,0
19851128,2,32,16,"white","male","protestant","30s","College",2,2,0
19851128,3,31,14,"white","female","protestant","30s","Some College",1,1,1
19851128,4,58,12,"white","female","protestant","50s","HS",2,2,0
19851129,1,27,13,"white","male","other","20s","Some College",2,2,0
19851129,2,35,12,"white","male","protestant","30s","HS",2,2,0
19851129,3,56,8,"white","female","protestant","50s","No HS",3,2,1
19851130,1,38,12,"white","female","protestant","30s","HS",1,1,1
19851130,2,45,12,"white","male",NA,"40s","HS",3,2,0
19851130,3,15,11,"white","male","protestant","20s","No HS",1,2,1
19851131,1,59,13,"white","female","protestant","50s","Some College",2,2,1
19851131,2,36,12,"white","female","protestant","30s","HS",2,2,1
19851133,1,16,11,"white","female","protestant","20s","No HS",1,2,0
19851133,2,23,13,"white","male","catholic","20s","Some College",1,2,0
19851133,3,53,13,"white","male","protestant","50s","Some College",1,2,1
19851133,4,17,11,"white","male","protestant","20s","No HS",1,2,0
19851133,5,16,11,"white","male","catholic","20s","No HS",1,2,0
19851134,1,57,12,"white","male","protestant","50s","HS",1,1,1
19851134,2,40,12,"white","female","protestant","40s","HS",3,2,1
19851134,3,30,12,"white","female","protestant","30s","HS",1,2,1
19851135,1,27,14,"white","male","catholic","20s","Some College",1,1,1
19851135,2,28,13,"white","female","protestant","20s","Some College",2,2,0
19851135,3,25,12,"white","female","protestant","20s","HS",3,2,0
19851135,4,24,13,"white","female","catholic","20s","Some College",4,2,0
19851135,5,45,12,"white","female","none","40s","HS",2,2,1
19851136,1,NA,12,"white","female",NA,NA,"HS",1,2,0
19851136,2,NA,12,"white","male",NA,NA,"HS",1,2,0
19851137,1,41,16,"white","male","protestant","40s","College",1,1,1
19851137,2,40,12,"white","female","catholic","40s","HS",1,2,0
19851137,3,30,12,"white","female","catholic","30s","HS",1,2,0
19851137,4,37,16,"white","female","protestant","30s","College",1,2,0
19851137,5,35,18,"white","female","catholic","30s","Post Graduate",2,2,0
19851138,1,27,12,"white","female","protestant","20s","HS",1,2,0
19851139,1,16,8,"white","female","catholic","20s","No HS",NA,1,1
19851139,2,19,13,"white","male","catholic","20s","Some College",NA,2,1
19851140,1,51,12,"white","female","protestant","50s","HS",1,1,1
19851141,1,69,18,"white","male","other","60+","Post Graduate",4,2,0
19851141,2,32,8,"white","male","other","30s","No HS",3,2,0
19851141,3,42,12,"black","male","protestant","40s","HS",4,2,0
19851141,4,28,16,"white","male","protestant","20s","College",3,2,0
19851141,5,33,12,"white","male","jewish","30s","HS",2,2,0
19851142,1,34,13,"white","male",NA,"30s","Some College",NA,2,0
19851142,2,50,12,"white","female","catholic","50s","HS",NA,2,0
19851142,3,38,12,"white","female","none","30s","HS",NA,2,1
19851143,1,21,14,"white","male","protestant","20s","Some College",1,2,0
19851143,2,44,13,"white","female","catholic","40s","Some College",1,2,1
19851143,3,17,11,"white","female","catholic","20s","No HS",2,2,0
19851144,1,35,16,"white","female","catholic","30s","College",2,2,1
19851144,2,36,16,"white","male","catholic","30s","College",2,2,1
19851144,3,59,12,"white","male","catholic","50s","HS",3,2,0
19851144,4,55,12,"white","female","catholic","50s","HS",3,2,0
19851145,1,30,13,"white","male","protestant","30s","Some College",1,1,1
19851145,2,64,12,"white","female","protestant","60+","HS",1,2,1
19851147,1,55,12,"white","female","protestant","50s","HS",1,2,1
19851147,2,60,8,"white","male","protestant","60+","No HS",1,1,1
19851148,1,29,18,"white","male","catholic","20s","Post Graduate",1,2,0
19851148,2,25,11,"white","male","protestant","20s","No HS",1,2,0
19851148,3,27,12,"white","male","catholic","20s","HS",1,2,0
19851148,4,26,12,"white","male","protestant","20s","HS",1,2,0
19851149,1,24,16,"white","male","catholic","20s","College",2,2,0
19851149,2,46,12,"white","female","protestant","40s","HS",1,2,0
19851149,3,22,13,"white","female",NA,"20s","Some College",3,2,0
19851150,1,45,18,"white","male",NA,"40s","Post Graduate",3,2,0
19851150,2,32,12,"white","male","catholic","30s","HS",1,2,0
19851150,3,28,13,"white","male",NA,"20s","Some College",1,2,0
19851150,4,45,13,"white","male",NA,"40s","Some College",1,2,0
19851150,5,38,13,"white","female",NA,"30s","Some College",1,2,0
19851151,1,43,8,"white","male",NA,"40s","No HS",3,2,0
19851151,2,47,13,"white","male","catholic","40s","Some College",1,2,0
19851151,3,49,NA,"white","female","catholic","40s",NA,1,1,1
19851152,1,42,18,"white","male","protestant","40s","Post Graduate",1,1,1
19851152,2,32,12,"white","male","catholic","30s","HS",1,2,0
19851152,3,45,13,"white","female","protestant","40s","Some College",2,2,0
19851152,4,50,13,"white","female","catholic","50s","Some College",2,2,0
19851153,1,28,14,"white","female","protestant","20s","Some College",2,2,0
19851153,2,32,13,"white","male","catholic","30s","Some College",1,1,1
19851153,3,36,13,"white","female","catholic","30s","Some College",2,2,0
19851156,1,51,11,"white","male","protestant","50s","No HS",1,1,1
19851158,1,54,11,"white","male","none","50s","No HS",1,2,1
19851158,2,54,12,"white","female","none","50s","HS",1,2,1
19851158,3,23,11,"white","male","none","20s","No HS",1,2,0
19851160,1,26,12,"white","female","protestant","20s","HS",1,1,1
19851160,2,55,8,"white","male","catholic","50s","No HS",2,2,1
19851161,1,41,13,"white","male","protestant","40s","Some College",3,2,1
19851161,2,43,11,"white","male","protestant","40s","No HS",4,2,0
19851161,3,43,12,"white","female","protestant","40s","HS",2,2,1
19851162,1,52,12,"white","female","catholic","50s","HS",3,2,1
19851162,2,66,12,"white","male","catholic","60+","HS",2,2,1
19851162,3,71,12,"white","female","catholic","60+","HS",3,2,1
19851163,1,61,11,"white","male","protestant","60+","No HS",1,1,1
19851163,2,34,12,"white","male","protestant","30s","HS",2,2,1
19851163,3,81,11,"white","female","protestant","60+","No HS",2,2,1
19851163,4,26,12,"white","female","protestant","20s","HS",1,2,1
19851164,1,69,11,"white","female","protestant","60+","No HS",1,1,1
19851164,2,72,12,"white","male","catholic","60+","HS",1,2,0
19851165,1,73,13,"white","male","catholic","60+","Some College",1,2,0
19851167,1,55,11,"white","female","protestant","50s","No HS",1,1,1
19851167,2,29,13,"white","female","protestant","20s","Some College",2,2,1
19851167,3,NA,NA,"white","male",NA,NA,NA,2,2,0
19851168,1,NA,NA,"white","male",NA,NA,NA,1,1,1
19851169,1,54,13,"white","female","protestant","50s","Some College",1,2,0
19851169,2,32,8,"white","female","protestant","30s","No HS",3,2,1
19851169,3,29,11,"white","male","protestant","20s","No HS",3,2,1
19851169,4,52,3.5,"white","male","protestant","50s","No HS",3,2,1
19851169,5,47,3.5,"white","male","protestant","40s","No HS",4,2,1
19851170,1,64,12,"white","male","protestant","60+","HS",1,1,1
19851170,2,30,16,"white","male","protestant","30s","College",2,2,0
19851170,3,31,12,"white","female","protestant","30s","HS",2,2,1
19851170,4,31,12,"white","female","protestant","30s","HS",2,2,1
19851170,5,26,12,"white","male","protestant","20s","HS",2,2,1
19851171,1,74,11,"white","male","catholic","60+","No HS",2,2,1
19851171,2,46,13,"white","male","catholic","40s","Some College",3,2,1
19851171,3,47,16,"white","male","catholic","40s","College",2,2,1
19851171,4,34,16,"white","female","catholic","30s","College",3,2,1
19851172,1,33,14,"white","male","protestant","30s","Some College",1,1,1
19851172,2,52,11,"white","female","protestant","50s","No HS",1,2,1
19851172,3,32,12,"white","female","catholic","30s","HS",1,2,1
19851172,4,55,8,"white","female","catholic","50s","No HS",2,2,1
19851172,5,42,14,"hispanic","female","catholic","40s","Some College",2,2,0
19851173,1,37,12,"white","male","catholic","30s","HS",1,1,1
19851173,2,34,12,"white","female","catholic","30s","HS",2,2,0
19851173,3,65,8,"white","male","catholic","60+","No HS",NA,2,1
19851174,1,50,18,"white","male",NA,"50s","Post Graduate",4,2,0
19851174,2,40,NA,"white","female",NA,"40s",NA,3,2,0
19851174,3,40,18,"white","male",NA,"40s","Post Graduate",3,2,0
19851174,4,59,12,"white","female","catholic","50s","HS",1,1,1
19851174,5,38,12,"white","male","catholic","30s","HS",1,2,1
19851176,1,54,12,"white","female","protestant","50s","HS",1,1,1
19851176,2,55,12,"white","male","protestant","50s","HS",3,2,0
19851176,3,56,12,"white","male","protestant","50s","HS",2,2,1
19851176,4,30,12,"white","male","protestant","30s","HS",2,2,1
19851176,5,34,13,"white","male","protestant","30s","Some College",2,2,1
19851177,1,42,12,"white","female","protestant","40s","HS",1,2,0
19851177,2,40,12,"white","female","protestant","40s","HS",4,2,0
19851177,3,42,16,"white","male","protestant","40s","College",2,1,1
19851178,1,42,11,"white","female","protestant","40s","No HS",1,1,1
19851178,2,67,8,"white","female","protestant","60+","No HS",1,2,1
19851179,1,50,11,"white","female","protestant","50s","No HS",1,1,1
19851180,1,20,12,"white","female","protestant","20s","HS",1,1,1
19851180,2,52,12,"white","male","protestant","50s","HS",1,2,1
19851180,3,42,11,"white","female","protestant","40s","No HS",2,2,1
19851180,4,56,11,"white","male","protestant","50s","No HS",3,2,1
19851180,5,61,12,"white","male","protestant","60+","HS",1,2,0
19851181,1,53,11,"white","female","catholic","50s","No HS",2,2,1
19851181,2,65,8,"white","male","protestant","60+","No HS",1,1,1
19851182,1,33,14,"white","female","protestant","30s","Some College",2,2,1
19851182,2,27,12,"white","male","catholic","20s","HS",2,2,1
19851182,3,34,13,"white","female","protestant","30s","Some College",3,2,0
19851183,1,31,12,"white","female","catholic","30s","HS",2,2,1
19851183,2,58,NA,"white","female","none","50s",NA,2,2,0
19851183,3,68,12,"white","male","none","60+","HS",3,2,1
19851184,1,47,8,"white","male","protestant","40s","No HS",1,1,1
19851184,2,41,12,"white","female","protestant","40s","HS",1,2,1
19851185,1,34,16,"asian","male","protestant","30s","College",1,1,1
19851186,1,50,12,"white","female","protestant","50s","HS",2,2,1
19851186,2,54,12,"white","male","protestant","50s","HS",2,2,1
19851187,1,29,12,"white","female","catholic","20s","HS",1,2,0
19851187,2,32,12,"white","female","other","30s","HS",2,2,1
19851187,3,20,12,"white","female",NA,"20s","HS",1,2,0
19851188,1,32,18,"white","male","protestant","30s","Post Graduate",1,1,1
19851188,2,61,14,"white","female","protestant","60+","Some College",1,2,1
19851188,3,25,16,"white","female","catholic","20s","College",1,2,0
19851189,1,60,11,"white","male","protestant","60+","No HS",1,2,1
19851189,2,59,11,"white","female","protestant","50s","No HS",1,2,1
19851190,1,63,16,"white","female","protestant","60+","College",2,2,0
19851190,2,44,18,"white","female","protestant","40s","Post Graduate",2,2,0
19851190,3,39,18,"white","female","protestant","30s","Post Graduate",2,2,1
19851190,4,40,16,"white","male","protestant","40s","College",2,2,1
19851190,5,62,18,"white","male","protestant","60+","Post Graduate",2,2,0
19851191,1,27,12,"white","male","catholic","20s","HS",1,1,1
19851192,1,41,12,"white","male","none","40s","HS",1,1,1
19851192,2,34,13,"white","male",NA,"30s","Some College",3,2,1
19851192,3,58,3.5,"white","female","protestant","50s","No HS",2,2,1
19851193,1,33,16,"white","male","protestant","30s","College",1,1,1
19851194,1,25,14,"white","female","catholic","20s","Some College",1,1,1
19851194,2,67,12,"white","male","protestant","60+","HS",1,2,1
19851194,3,39,16,"white","male","protestant","30s","College",2,2,1
19851194,4,37,12,"white","female","none","30s","HS",2,2,1
19851194,5,39,12,"white","male","none","30s","HS",2,2,1
19851195,1,33,12,"white","female","catholic","30s","HS",1,2,0
19851195,2,39,12,"white","male","protestant","30s","HS",1,1,1
19851195,3,60,13,"white","female","protestant","60+","Some College",1,2,1
19851196,1,27,12,"white","male","protestant","20s","HS",1,1,1
19851196,2,60,18,"white","male",NA,"60+","Post Graduate",2,2,0
19851196,3,45,12,"white","female","protestant","40s","HS",1,2,1
19851196,4,48,12,"white","male","protestant","40s","HS",2,2,1
19851196,5,35,13,"white","female","protestant","30s","Some College",1,2,1
19851197,1,74,NA,"white","male","protestant","60+",NA,1,2,1
19851197,2,78,NA,"white","male","protestant","60+",NA,3,2,1
19851197,3,82,NA,"white","male","protestant","60+",NA,2,2,1
19851197,4,68,NA,"white","male","protestant","60+",NA,3,2,1
19851197,5,72,NA,"white","male","protestant","60+",NA,3,2,1
19851198,1,28,18,"white","male","catholic","20s","Post Graduate",3,2,1
19851198,2,30,16,"white","male","catholic","30s","College",2,2,1
19851198,3,66,14,"white","female","catholic","60+","Some College",2,2,1
19851198,4,33,16,"white","female","catholic","30s","College",2,2,1
19851199,1,27,16,"white","female","protestant","20s","College",1,1,1
19851199,2,66,18,"white","female","protestant","60+","Post Graduate",1,2,1
19851199,3,59,16,"white","male","catholic","50s","College",2,2,1
19851199,4,58,14,"white","female","catholic","50s","Some College",2,2,1
19851199,5,33,18,"white","male","protestant","30s","Post Graduate",1,2,1
19851200,1,87,14,"white","female","protestant","60+","Some College",1,2,0
19851200,2,33,18,"white","male","catholic","30s","Post Graduate",2,2,0
19851200,3,32,18,"white","male","catholic","30s","Post Graduate",2,2,0
19851200,4,54,12,"white","female","catholic","50s","HS",1,2,0
19851200,5,56,12,"white","male","catholic","50s","HS",1,1,1
19851201,1,27,12,"white","male","none","20s","HS",2,2,0
19851201,2,25,12,"white","female","catholic","20s","HS",2,2,0
19851201,3,54,12,"white","male","catholic","50s","HS",2,2,1
19851201,4,27,12,"white","male","protestant","20s","HS",1,1,1
19851201,5,64,12,"white","female","catholic","60+","HS",2,2,1
19851202,1,44,13,"white","female","protestant","40s","Some College",3,2,0
19851202,2,66,8,"white","female","protestant","60+","No HS",1,2,0
19851202,3,57,14,"white","female","catholic","50s","Some College",2,2,1
19851203,1,22,12,"white","female","protestant","20s","HS",1,1,1
19851203,2,60,12,"white","male","protestant","60+","HS",1,2,1
19851203,3,60,14,NA,"female","protestant","60+","Some College",1,2,1
19851203,4,55,8,"white","male","protestant","50s","No HS",2,2,1
19851203,5,62,13,NA,"male","protestant","60+","Some College",3,2,0
19851204,1,40,13,"white","female","protestant","40s","Some College",1,2,0
19851204,2,35,16,"white","male","protestant","30s","College",2,2,0
19851204,3,38,14,"white","male","catholic","30s","Some College",4,2,0
19851204,4,70,12,"white","male","catholic","60+","HS",2,2,1
19851204,5,67,8,"white","female","catholic","60+","No HS",2,2,1
19851205,1,73,8,"white","female","protestant","60+","No HS",1,2,0
19851205,2,48,16,"white","female","protestant","40s","College",3,2,1
19851205,3,50,13,"white","female","protestant","50s","Some College",2,2,1
19851205,4,51,14,"white","female","protestant","50s","Some College",2,2,1
19851205,5,49,18,"white","male","protestant","40s","Post Graduate",3,2,1
19851206,1,52,14,"white","male","catholic","50s","Some College",2,2,1
19851206,2,73,12,"white","male","catholic","60+","HS",2,2,1
19851206,3,58,12,"white","male","catholic","50s","HS",2,2,1
19851206,4,69,12,"white","female","catholic","60+","HS",1,2,1
19851207,1,66,13,"white","female","protestant","60+","Some College",3,2,1
19851207,2,32,13,"white","male","protestant","30s","Some College",2,2,0
19851207,3,42,18,"white","male","protestant","40s","Post Graduate",4,2,0
19851208,1,65,8,"white","male","protestant","60+","No HS",3,2,1
19851208,2,46,16,"white","female","protestant","40s","College",2,2,0
19851208,3,34,11,"white","female","protestant","30s","No HS",4,2,1
19851208,4,35,12,"white","female","protestant","30s","HS",2,2,0
19851208,5,40,13,"white","male","protestant","40s","Some College",1,1,1
19851209,1,35,13,"white","female","protestant","30s","Some College",2,2,1
19851209,2,32,16,"white","female","protestant","30s","College",3,2,1
19851209,3,52,12,"white","female","protestant","50s","HS",3,2,1
19851209,4,62,12,"white","male","protestant","60+","HS",3,2,1
19851209,5,35,16,"white","male","protestant","30s","College",1,2,1
19851210,1,91,3.5,"white","female","protestant","60+","No HS",1,2,1
19851210,2,62,12,"white","male","protestant","60+","HS",1,2,1
19851210,3,70,8,"white","male","protestant","60+","No HS",4,2,1
19851210,4,67,13,"white","male","protestant","60+","Some College",3,2,1
19851210,5,71,12,"white","female","protestant","60+","HS",3,2,1
19851211,1,82,13,"white","female","protestant","60+","Some College",1,2,0
19851211,2,41,18,"white","female","protestant","40s","Post Graduate",2,2,1
19851211,3,73,8,"white","male","protestant","60+","No HS",1,1,1
19851212,1,25,12,"white","female","catholic","20s","HS",3,2,1
19851212,2,24,12,"white","male","protestant","20s","HS",3,2,1
19851212,3,16,11,"white","male","protestant","20s","No HS",1,2,1
19851212,4,14,8,"white","male","protestant","20s","No HS",1,2,1
19851212,5,23,11,"white","male","protestant","20s","No HS",2,2,1
19851213,1,28,12,"white","female","protestant","20s","HS",1,2,0
19851213,2,57,8,"white","male","protestant","50s","No HS",2,2,1
19851213,3,53,8,"white","female","protestant","50s","No HS",2,2,1
19851213,4,61,12,"white","male","protestant","60+","HS",2,2,0
19851213,5,50,8,"white","female","protestant","50s","No HS",2,2,0
19851214,1,67,18,"white","male","catholic","60+","Post Graduate",2,2,0
19851214,2,65,NA,"white","male","protestant","60+",NA,1,2,0
19851214,3,30,14,"white","male","catholic","30s","Some College",2,2,0
19851214,4,67,12,"white","male","catholic","60+","HS",2,2,0
19851215,1,42,16,"white","male","catholic","40s","College",1,2,1
19851215,2,48,14,"white","female","catholic","40s","Some College",2,2,1
19851215,3,46,14,"white","female","catholic","40s","Some College",1,2,1
19851215,4,52,16,"white","male","catholic","50s","College",3,2,1
19851215,5,62,12,"white","female","catholic","60+","HS",1,2,0
19851216,1,42,12,"white","female","catholic","40s","HS",1,2,1
19851216,2,43,13,"white","male","catholic","40s","Some College",1,2,1
19851216,3,23,13,"white","male","protestant","20s","Some College",1,2,0
19851217,1,60,13,"white","female","protestant","60+","Some College",1,1,1
19851218,1,NA,13,"white","female","protestant",NA,"Some College",1,2,0
19851218,2,45,13,"white","female","protestant","40s","Some College",2,2,0
19851218,3,NA,13,"white","female","protestant",NA,"Some College",1,2,0
19851220,1,26,12,"white","male","catholic","20s","HS",1,1,1
19851221,1,56,12,"white","male","protestant","50s","HS",1,1,1
19851222,1,NA,11,"white","male",NA,NA,"No HS",3,2,0
19851224,1,26,11,"white","female","protestant","20s","No HS",1,2,1
19851224,2,NA,NA,"white","male",NA,NA,NA,2,2,0
19851224,3,NA,NA,"white","female",NA,NA,NA,1,2,0
19851225,1,27,18,"white","male","protestant","20s","Post Graduate",1,2,0
19851225,2,43,16,"white","female","protestant","40s","College",1,2,0
19851226,1,NA,8,"white","female","protestant",NA,"No HS",2,2,1
19851227,1,74,11,"white","male","protestant","60+","No HS",4,2,0
19851228,1,57,11,"white","female","protestant","50s","No HS",1,2,1
19851228,2,56,11,"white","female","protestant","50s","No HS",1,2,1
19851228,3,57,11,"white","male","protestant","50s","No HS",1,2,1
19851229,1,60,12,"white","male","protestant","60+","HS",1,1,1
19851230,1,35,13,"white","male","protestant","30s","Some College",1,2,0
19851231,1,54,12,"white","female","protestant","50s","HS",2,2,1
19851233,1,56,11,"white","female","catholic","50s","No HS",1,1,1
19851234,1,52,11,"white","male","protestant","50s","No HS",1,1,1
19851236,1,33,16,"white","male","catholic","30s","College",2,2,0
19851236,2,33,14,"white","male","protestant","30s","Some College",3,2,0
19851236,3,32,14,"white","male","catholic","30s","Some College",3,2,0
19851236,4,33,12,"white","male","catholic","30s","HS",3,2,0
19851236,5,32,12,"white","male","catholic","30s","HS",4,2,0
19851239,1,42,12,"white","female","catholic","40s","HS",1,2,1
19851240,1,24,16,"white","female","catholic","20s","College",1,2,1
19851240,2,59,12,"white","female","none","50s","HS",1,2,1
19851240,3,54,12,"white","male","none","50s","HS",1,2,1
19851242,1,62,13,"white","female","catholic","60+","Some College",1,2,0
19851243,1,26,8,"white","male","catholic","20s","No HS",2,2,0
19851243,2,22,8,"white","male","catholic","20s","No HS",2,2,1
19851243,3,26,12,"white","male","other","20s","HS",1,2,1
19851243,4,26,8,"white","male",NA,"20s","No HS",2,2,0
19851243,5,22,8,"white","male","catholic","20s","No HS",1,2,1
19851245,1,54,12,"white","male","protestant","50s","HS",2,2,0
19851245,2,36,12,"white","male",NA,"30s","HS",1,2,0
19851246,1,46,12,"white","female","catholic","40s","HS",1,2,0
19851246,2,42,13,"white","female","catholic","40s","Some College",1,2,0
19851246,3,42,12,"white","female","catholic","40s","HS",1,2,0
19851248,1,30,12,"white","male","protestant","30s","HS",2,2,0
19851248,2,38,12,"white","male","protestant","30s","HS",3,2,0
19851248,3,27,12,"white","male","protestant","20s","HS",2,2,0
19851248,4,39,12,"white","female","protestant","30s","HS",1,1,1
19851250,1,60,12,"white","male","catholic","60+","HS",3,2,0
19851250,2,50,12,"white","male","catholic","50s","HS",3,2,0
19851250,3,55,12,"white","male","protestant","50s","HS",2,2,0
19851250,4,30,18,"white","female","protestant","30s","Post Graduate",2,2,1
19851250,5,33,14,"white","male","protestant","30s","Some College",3,2,1
19851251,1,52,12,"white","male","protestant","50s","HS",1,1,1
19851251,2,59,12,"white","female","protestant","50s","HS",1,2,1
19851252,1,28,12,"white","female","protestant","20s","HS",1,1,1
19851253,1,50,18,"white","male",NA,"50s","Post Graduate",4,2,0
19851253,2,40,18,"white","female",NA,"40s","Post Graduate",2,2,0
19851253,3,40,NA,"white","male",NA,"40s",NA,2,2,0
19851254,1,18,13,"white","male","catholic","20s","Some College",3,2,0
19851254,2,16,11,"white","male","protestant","20s","No HS",1,2,0
19851254,3,17,11,"white","male","protestant","20s","No HS",1,2,0
19851254,4,16,11,"white","male",NA,"20s","No HS",1,2,0
19851254,5,17,11,"white","male","catholic","20s","No HS",1,2,0
19851255,1,30,13,"white","female","protestant","30s","Some College",4,2,0
19851255,2,30,18,"white","female","protestant","30s","Post Graduate",4,2,0
19851256,1,65,18,"white","male","protestant","60+","Post Graduate",2,2,0
19851256,2,76,18,"white","male","catholic","60+","Post Graduate",2,2,0
19851258,1,50,18,"white","male","protestant","50s","Post Graduate",1,1,1
19851258,2,31,18,"white","female","none","30s","Post Graduate",3,2,1
19851258,3,26,12,"white","female","protestant","20s","HS",3,2,1
19851258,4,56,12,"white","female","protestant","50s","HS",2,2,0
19851258,5,25,13,"white","female","protestant","20s","Some College",3,2,1
19851260,1,53,12,"white","female","protestant","50s","HS",2,2,0
19851260,2,53,12,"white","male","protestant","50s","HS",2,2,0
19851261,1,48,12,"white","male","protestant","40s","HS",3,2,1
19851261,2,28,13,"white","male","none","20s","Some College",2,2,1
19851261,3,25,12,"white","male","protestant","20s","HS",2,2,1
19851261,4,25,14,"white","male","protestant","20s","Some College",4,2,1
19851261,5,84,8,"white","male","protestant","60+","No HS",3,2,1
19851262,1,54,12,"white","female","protestant","50s","HS",2,2,1
19851262,2,56,13,"white","male","protestant","50s","Some College",2,2,1
19851262,3,44,12,"white","male","protestant","40s","HS",3,2,0
19851262,4,35,16,"white","male","protestant","30s","College",3,2,0
19851263,1,20,12,"white","female","protestant","20s","HS",1,2,0
19851263,2,22,12,"white","male","protestant","20s","HS",2,2,0
19851263,3,21,12,"white","female","protestant","20s","HS",1,2,0
19851263,4,22,12,"white","male","protestant","20s","HS",1,2,1
19851264,1,40,18,"white","male","protestant","40s","Post Graduate",1,1,1
19851264,2,41,18,"white","female","protestant","40s","Post Graduate",1,2,0
19851264,3,36,16,"white","female","protestant","30s","College",1,2,0
19851265,1,55,12,"white","male","protestant","50s","HS",1,2,0
19851265,2,46,NA,"white","female","protestant","40s",NA,1,2,0
19851266,1,35,12,"white","female","catholic","30s","HS",3,2,0
19851266,2,35,12,"white","male","catholic","30s","HS",3,2,0
19851267,1,65,13,"white","female","protestant","60+","Some College",2,2,0
19851267,2,55,12,"white","female","protestant","50s","HS",1,2,0
19851267,3,80,8,"white","female","protestant","60+","No HS",2,2,0
19851269,1,41,12,"white","female","protestant","40s","HS",2,2,0
19851269,2,43,13,"white","female","protestant","40s","Some College",1,2,0
19851269,3,37,13,"white","female","protestant","30s","Some College",2,2,0
19851270,1,52,NA,"white","male","catholic","50s",NA,1,2,0
19851270,2,38,12,"white","male","protestant","30s","HS",2,2,0
19851270,3,50,NA,"white","male","protestant","50s",NA,1,2,0
19851271,1,52,11,"white","female","protestant","50s","No HS",2,2,1
19851271,2,40,12,"white","female","protestant","40s","HS",2,2,0
19851272,1,53,12,"white","male","protestant","50s","HS",2,2,0
19851272,2,83,16,"white","male","protestant","60+","College",4,2,0
19851272,3,71,16,"white","male","protestant","60+","College",4,2,0
19851273,1,28,16,"white","female","catholic","20s","College",1,2,0
19851273,2,34,12,"white","female","protestant","30s","HS",3,2,0
19851274,1,55,11,"white","male","protestant","50s","No HS",4,2,0
19851274,2,55,12,"white","male","protestant","50s","HS",3,2,0
19851276,1,50,12,"white","female","protestant","50s","HS",1,2,0
19851276,2,50,16,"white","female","protestant","50s","College",1,2,1
19851277,1,22,13,"white","male","none","20s","Some College",1,2,0
19851277,2,22,13,"white","male","none","20s","Some College",1,2,0
19851277,3,42,13,"white","male","none","40s","Some College",3,2,1
19851277,4,41,18,"white","female","protestant","40s","Post Graduate",3,2,1
19851277,5,21,18,"white","female","catholic","20s","Post Graduate",2,2,0
19851279,1,23,13,"white","male","protestant","20s","Some College",1,1,1
19851279,2,62,11,"white","female","protestant","60+","No HS",2,2,1
19851279,3,19,11,"white","female","protestant","20s","No HS",2,2,1
19851279,4,44,13,"white","male","protestant","40s","Some College",2,2,1
19851279,5,48,12,"white","female","protestant","40s","HS",2,2,1
19851280,1,35,13,"white","male","protestant","30s","Some College",1,2,0
19851280,2,30,12,"white","male",NA,"30s","HS",2,2,0
19851281,1,56,12,"white","female","protestant","50s","HS",2,2,1
19851281,2,61,11,"white","female","protestant","60+","No HS",2,2,1
19851281,3,65,8,"white","female","protestant","60+","No HS",1,2,0
19851282,1,72,11,"white","female","protestant","60+","No HS",1,2,1
19851282,2,59,12,"white","female","protestant","50s","HS",1,2,1
19851283,1,76,12,"white","female","protestant","60+","HS",1,2,1
19851283,2,31,12,"white","female","protestant","30s","HS",2,2,1
19851284,1,55,12,"white","female","protestant","50s","HS",1,2,1
19851285,1,53,12,"white","male","catholic","50s","HS",1,2,0
19851285,2,51,11,"white","male","protestant","50s","No HS",1,1,1
19851285,3,38,11,"white","female","protestant","30s","No HS",1,2,1
19851285,4,22,11,"white","male","protestant","20s","No HS",2,2,1
19851285,5,16,8,"white","female","protestant","20s","No HS",1,2,1
19851286,1,57,12,"white","male","protestant","50s","HS",2,2,1
19851286,2,65,16,"white","male","protestant","60+","College",1,2,0
19851286,3,56,12,"white","female","protestant","50s","HS",2,2,1
19851286,4,50,12,"white","female","protestant","50s","HS",1,1,1
19851286,5,84,8,"white","male","protestant","60+","No HS",2,2,1
19851287,1,54,8,"white","male","protestant","50s","No HS",NA,2,1
19851287,2,19,13,"white","female","protestant","20s","Some College",1,2,0
19851287,3,33,12,"white","male","protestant","30s","HS",1,1,1
19851288,1,55,12,"white","female","catholic","50s","HS",3,2,1
19851288,2,23,12,"white","male","catholic","20s","HS",1,2,1
19851291,1,76,8,"white","male","protestant","60+","No HS",1,1,1
