"CASEID","AGE","EDUC","RACE","SEX","RELIG","AGE_CATEGORICAL","EDUC_CATEGORICAL","NUMGIVEN","HAPPY","HEALTH","PARTYID","WTSSALL","AGE1","AGE2","AGE3","AGE4","AGE5","EDUC1","EDUC2","EDUC3","EDUC4","EDUC5","RACE1","RACE2","RACE3","RACE4","RACE5","SEX1","SEX2","SEX3","SEX4","SEX5","RELIG1","RELIG2","RELIG3","RELIG4","RELIG5","AGE_CATEGORICAL1","AGE_CATEGORICAL2","AGE_CATEGORICAL3","AGE_CATEGORICAL4","AGE_CATEGORICAL5","EDUC_CATEGORICAL1","EDUC_CATEGORICAL2","EDUC_CATEGORICAL3","EDUC_CATEGORICAL4","EDUC_CATEGORICAL5","TALKTO1","TALKTO2","TALKTO3","TALKTO4","TALKTO5","SPOUSE1","SPOUSE2","SPOUSE3","SPOUSE4","SPOUSE5","KIN1","KIN2","KIN3","KIN4","KIN5","CLOSE12","CLOSE13","CLOSE14","CLOSE15","CLOSE23","CLOSE24","CLOSE25","CLOSE34","CLOSE35","CLOSE45"
19851285,42,13,"white","female","protestant","40s","Some College",5,1,2,3,1.0363,53,51,38,22,16,12,11,11,11,8,"white","white","white","white","white","male","male","female","male","female","catholic","protestant","protestant","protestant","protestant","50s","50s","30s","20s","20s","HS","No HS","No HS","No HS","No HS",1,1,1,2,1,2,1,2,2,2,0,1,1,1,1,1,0,1,1,1,2,2,2,1,2
19851286,55,12,"white","male","protestant","50s","HS",5,2,1,1,1.0363,57,65,56,50,84,12,16,12,12,8,"white","white","white","white","white","male","male","female","female","male","protestant","protestant","protestant","protestant","protestant","50s","60+","50s","50s","60+","HS","College","HS","HS","No HS",2,1,2,1,2,2,2,2,1,2,1,0,1,1,1,1,2,0,0,1,2,1,2,1,2
19851287,32,12,"white","female","protestant","30s","HS",3,2,2,5,1.0363,54,19,33,NA,NA,8,13,12,NA,NA,"white","white","white",NA,NA,"male","female","male",NA,NA,"protestant","protestant","protestant",NA,NA,"50s","20s","30s",NA,NA,"No HS","Some College","HS",NA,NA,NA,1,1,NA,NA,2,2,1,NA,NA,1,0,1,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA
19851288,27,11,"white","male","catholic","20s","No HS",2,2,3,5,1.0363,55,23,NA,NA,NA,12,12,NA,NA,NA,"white","white",NA,NA,NA,"female","male",NA,NA,NA,"catholic","catholic",NA,NA,NA,"50s","20s",NA,NA,NA,"HS","HS",NA,NA,NA,3,1,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851289,61,11,"white","male","none","60+","No HS",0,1,1,3,1.0363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851290,87,0,"black","male","protestant","60+","No HS",0,2,3,0,0.5181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851291,73,12,"white","female","protestant","60+","HS",3,1,2,6,1.0363,76,36,50,NA,NA,8,12,NA,NA,NA,"white","white","white",NA,NA,"male","female","male",NA,NA,"protestant","protestant","protestant",NA,NA,"60+","30s","50s",NA,NA,"No HS","HS",NA,NA,NA,1,1,2,NA,NA,1,2,2,NA,NA,1,0,0,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
19851292,74,8,"white","female","protestant","60+","No HS",0,2,2,1,0.5181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851293,47,12,"white","female","protestant","40s","HS",3,1,2,5,1.0363,39,37,45,NA,NA,12,13,18,NA,NA,"white","white","white",NA,NA,"female","female","male",NA,NA,"protestant","protestant","protestant",NA,NA,"30s","30s","40s",NA,NA,"HS","Some College","Post Graduate",NA,NA,2,1,1,NA,NA,2,2,1,NA,NA,0,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
19851294,77,10,"white","female","protestant","60+","No HS",3,2,3,3,0.5181,53,77,53,NA,NA,12,12,14,NA,NA,"white","white","white",NA,NA,"female","female","female",NA,NA,"protestant","protestant","protestant",NA,NA,"50s","60+","50s",NA,NA,"HS","HS","Some College",NA,NA,1,1,1,NA,NA,2,2,2,NA,NA,0,0,0,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19851295,27,9,"white","female","protestant","20s","No HS",4,2,3,0,1.0363,29,38,28,24,NA,14,11,12,8,NA,"white","white","white","white",NA,"female","female","female","male",NA,"protestant","protestant",NA,"protestant",NA,"20s","30s","20s","20s",NA,"Some College","No HS","HS","No HS",NA,1,1,2,1,NA,2,2,2,1,NA,0,0,0,1,NA,1,1,1,NA,0,1,NA,1,NA,NA
19851296,62,8,"white","male","protestant","60+","No HS",1,1,1,4,1.0363,33,NA,NA,NA,NA,16,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"30s",NA,NA,NA,NA,"College",NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851297,45,12,"white","female","protestant","40s","HS",5,2,2,1,2.0725,47,39,45,40,55,12,11,12,12,12,"white","white","white","white","white","female","female","female","female","female","protestant","protestant","protestant","protestant","protestant","40s","30s","40s","40s","50s","HS","No HS","HS","HS","HS",1,1,2,2,1,2,2,2,2,2,0,0,1,1,0,1,1,1,1,0,0,0,2,0,0
19851298,59,11,"white","female","protestant","50s","No HS",4,1,3,6,1.0363,65,45,38,61,NA,12,12,12,12,NA,"white","white","white","white",NA,"male","female","female","female",NA,"protestant","protestant","protestant","protestant",NA,"60+","40s","30s","60+",NA,"HS","HS","HS","HS",NA,1,2,4,4,NA,1,2,2,2,NA,1,1,0,1,NA,1,1,1,NA,0,0,NA,2,NA,NA
19851299,76,11,"white","female","protestant","60+","No HS",0,2,3,1,1.0363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851300,81,12,"white","female","protestant","60+","HS",2,2,3,5,0.5181,83,79,NA,NA,NA,16,16,NA,NA,NA,"white","white",NA,NA,NA,"female","female",NA,NA,NA,"protestant","protestant",NA,NA,NA,"60+","60+",NA,NA,NA,"College","College",NA,NA,NA,2,1,NA,NA,NA,2,2,NA,NA,NA,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851301,30,11,"white","male","none","30s","No HS",1,2,2,6,1.0363,25,NA,NA,NA,NA,8,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"20s",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851302,60,12,"white","female","protestant","60+","HS",3,1,2,1,1.0363,52,63,63,NA,NA,18,12,12,NA,NA,"white","white","white",NA,NA,"male","male","female",NA,NA,"protestant","protestant","protestant",NA,NA,"50s","60+","60+",NA,NA,"Post Graduate","HS","HS",NA,NA,4,1,1,NA,NA,2,1,2,NA,NA,0,1,1,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA
19851303,75,12,"white","female","protestant","60+","HS",2,2,3,0,0.5181,51,59,NA,NA,NA,12,12,NA,NA,NA,"white","white",NA,NA,NA,"female","female",NA,NA,NA,"protestant","protestant",NA,NA,NA,"50s","50s",NA,NA,NA,"HS","HS",NA,NA,NA,2,1,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851304,24,12,"white","female","protestant","20s","HS",3,1,1,5,1.0363,20,22,30,NA,NA,12,11,13,NA,NA,"white","white","white",NA,NA,"female","male","male",NA,NA,"protestant","protestant","protestant",NA,NA,"20s","20s","30s",NA,NA,"HS","No HS","Some College",NA,NA,2,3,1,NA,NA,2,2,1,NA,NA,1,1,1,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA
19851305,33,13,"white","male","protestant","30s","Some College",4,2,2,3,1.0363,31,46,27,45,NA,11,16,11,11,NA,"white","white","white","white",NA,"female","male","male","male",NA,"protestant",NA,NA,"protestant",NA,"30s","40s","20s","40s",NA,"No HS","College","No HS","No HS",NA,1,2,2,2,NA,1,2,2,2,NA,1,0,0,0,NA,1,1,0,NA,0,1,NA,0,NA,NA
19851306,24,10,"white","female","protestant","20s","No HS",2,1,2,5,1.0363,43,35,NA,NA,NA,11,12,NA,NA,NA,"white","white",NA,NA,NA,"female","male",NA,NA,NA,"protestant","protestant",NA,NA,NA,"40s","30s",NA,NA,NA,"No HS","HS",NA,NA,NA,2,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851307,72,10,"white","male","protestant","60+","No HS",1,1,3,1,1.0363,62,NA,NA,NA,NA,8,NA,NA,NA,NA,"white",NA,NA,NA,NA,"male",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"60+",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851308,71,1,"black","female","protestant","60+","No HS",1,1,3,1,1.0363,38,NA,NA,NA,NA,12,NA,NA,NA,NA,"black",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"30s",NA,NA,NA,NA,"HS",NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851309,52,10,"white","female","protestant","50s","No HS",2,2,4,1,1.0363,50,72,NA,NA,NA,8,3.5,NA,NA,NA,"white","white",NA,NA,NA,"male","female",NA,NA,NA,"protestant","protestant",NA,NA,NA,"50s","60+",NA,NA,NA,"No HS","No HS",NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851310,69,11,"white","male","protestant","60+","No HS",1,1,3,5,1.0363,67,NA,NA,NA,NA,11,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"60+",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851311,40,12,"white","male","protestant","40s","HS",4,2,3,4,1.5544,28,18,16,10,NA,11,11,11,3.5,NA,"white","white","white","white",NA,"female","male","male","female",NA,"protestant","protestant","protestant","protestant",NA,"20s","20s","20s","20s",NA,"No HS","No HS","No HS","No HS",NA,1,1,1,1,NA,1,2,2,2,NA,1,1,1,1,NA,2,2,2,NA,2,2,NA,2,NA,NA
19851312,38,9,"black","female","protestant","30s","No HS",2,2,3,1,1.0363,55,34,NA,NA,NA,3.5,11,NA,NA,NA,"black","black",NA,NA,NA,"female","female",NA,NA,NA,"protestant","protestant",NA,NA,NA,"50s","30s",NA,NA,NA,"No HS","No HS",NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851313,22,12,"white","female","protestant","20s","HS",2,2,1,5,1.0363,24,49,NA,NA,NA,12,12,NA,NA,NA,"white","white",NA,NA,NA,"male","female",NA,NA,NA,"protestant","protestant",NA,NA,NA,"20s","40s",NA,NA,NA,"HS","HS",NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851314,53,12,"white","male","protestant","50s","HS",2,1,3,3,0.5181,30,26,NA,NA,NA,16,12,NA,NA,NA,"white","white",NA,NA,NA,"female","male",NA,NA,NA,"protestant","protestant",NA,NA,NA,"30s","20s",NA,NA,NA,"College","HS",NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851315,35,12,"white","female","protestant","30s","HS",3,2,1,4,0.5181,58,38,28,NA,NA,12,12,12,NA,NA,"white","white","white",NA,NA,"female","female","male",NA,NA,"protestant","protestant","protestant",NA,NA,"50s","30s","20s",NA,NA,"HS","HS","HS",NA,NA,1,2,2,NA,NA,2,2,2,NA,NA,1,1,1,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19851316,41,12,"white","female","catholic","40s","HS",4,1,1,1,0.5181,62,39,32,39,NA,12,16,14,13,NA,"white","white","white","white",NA,"female","male","female","male",NA,"catholic","protestant","other","catholic",NA,"60+","30s","30s","30s",NA,"HS","College","Some College","Some College",NA,1,1,3,3,NA,2,2,2,2,NA,1,0,1,1,NA,1,2,2,NA,1,1,NA,2,NA,NA
19851317,30,12,"white","male","protestant","30s","HS",3,2,1,4,1.0363,51,49,29,NA,NA,18,16,11,NA,NA,"white","white","white",NA,NA,"male","female","female",NA,NA,"protestant","protestant","protestant",NA,NA,"50s","40s","20s",NA,NA,"Post Graduate","College","No HS",NA,NA,4,4,1,NA,NA,2,2,1,NA,NA,1,1,1,NA,NA,2,2,NA,NA,0,NA,NA,NA,NA,NA
19851318,30,15,"white","female","protestant","30s","Some College",4,1,1,1,1.0363,36,36,59,27,NA,12,11,12,13,NA,"hispanic","white","white","white",NA,"male","female","female","female",NA,"catholic","protestant","protestant","protestant",NA,"30s","30s","50s","20s",NA,"HS","No HS","HS","Some College",NA,1,2,2,3,NA,1,2,2,2,NA,1,0,1,1,NA,1,1,1,NA,0,0,NA,0,NA,NA
19851319,68,13,"white","female","protestant","60+","Some College",0,2,2,2,0.5181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851320,72,12,"white","male","protestant","60+","HS",1,2,2,0,1.0363,69,NA,NA,NA,NA,11,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"60+",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851321,35,16,"white","female","protestant","30s","College",5,1,1,1,1.0363,60,35,64,35,64,12,16,16,18,12,"white","white","white","white","white","female","male","male","male","female","protestant","protestant","protestant","protestant","protestant","60+","30s","60+","30s","60+","HS","College","College","Post Graduate","HS",1,1,2,2,3,2,1,2,2,2,1,1,1,0,1,2,2,1,1,2,2,2,1,2,0
19851322,34,12,"white","male","protestant","30s","HS",1,1,1,6,0.5181,34,NA,NA,NA,NA,12,NA,NA,NA,NA,"white",NA,NA,NA,NA,"male",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"30s",NA,NA,NA,NA,"HS",NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851323,69,11,"white","female","protestant","60+","No HS",0,2,2,1,1.0363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851324,50,10,"white","female","protestant","50s","No HS",5,2,2,4,2.0725,49,19,15,11,22,11,11,8,3.5,11,"white","white","white","white","white","male","female","male","female","male","protestant","protestant","protestant","protestant","protestant","40s","20s","20s","20s","20s","No HS","No HS","No HS","No HS","No HS",1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
19851325,56,3,"white","male","protestant","50s","No HS",3,1,2,4,1.0363,58,55,59,NA,NA,12,12,11,NA,NA,"white","white","white",NA,NA,"male","female","male",NA,NA,"protestant","catholic","protestant",NA,NA,"50s","50s","50s",NA,NA,"HS","HS","No HS",NA,NA,2,2,1,NA,NA,2,2,2,NA,NA,0,0,1,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA
19851326,35,13,"white","female","protestant","30s","Some College",2,2,1,5,1.0363,27,NA,NA,NA,NA,13,12,NA,NA,NA,"white","white",NA,NA,NA,"female","female",NA,NA,NA,"protestant","protestant",NA,NA,NA,"20s",NA,NA,NA,NA,"Some College","HS",NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851327,71,9,"white","female","protestant","60+","No HS",3,3,3,5,1.0363,52,55,27,NA,NA,12,12,12,NA,NA,"white","white","white",NA,NA,"female","male","male",NA,NA,"protestant","protestant","protestant",NA,NA,"50s","50s","20s",NA,NA,"HS","HS","HS",NA,NA,2,2,1,NA,NA,2,2,2,NA,NA,1,1,1,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19851328,24,11,"white","female","protestant","20s","No HS",3,1,2,0,1.0363,44,51,44,NA,NA,12,13,12,NA,NA,"white","white","white",NA,NA,"female","male","female",NA,NA,"protestant","protestant","protestant",NA,NA,"40s","50s","40s",NA,NA,"HS","Some College","HS",NA,NA,1,1,2,NA,NA,2,2,2,NA,NA,1,1,1,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA
19851329,72,15,"white","female","protestant","60+","Some College",4,1,4,0,0.5181,45,47,70,62,NA,16,13,NA,NA,NA,"white","white","white","white",NA,"female","male","male","female",NA,"protestant","protestant","protestant","protestant",NA,"40s","40s","60+","60+",NA,"College","Some College",NA,NA,NA,1,2,2,1,NA,2,2,2,2,NA,1,1,1,1,NA,2,2,2,NA,1,1,NA,1,NA,NA
19851330,39,10,"white","female","protestant","30s","No HS",5,2,1,5,1.0363,42,21,50,53,63,12,11,12,12,8,"white","white","white","white","white","male","female","female","male","female","protestant","protestant","protestant","protestant","none","40s","20s","50s","50s","60+","HS","No HS","HS","HS","No HS",1,1,1,1,1,1,2,2,2,2,1,1,0,0,1,2,2,2,1,2,2,1,2,1,1
19851331,20,12,"white","female","protestant","20s","HS",3,2,2,5,1.5544,23,42,37,NA,NA,13,11,11,NA,NA,"white","white","white",NA,NA,"male","female","female",NA,NA,"protestant","protestant","protestant",NA,NA,"20s","40s","30s",NA,NA,"Some College","No HS","No HS",NA,NA,1,2,2,NA,NA,1,2,2,NA,NA,1,1,1,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA
19851332,63,12,"white","female","protestant","60+","HS",4,2,3,0,0.5181,34,42,68,49,NA,13,12,12,12,NA,"white","white","white","white",NA,"female","male","female","female",NA,"protestant","protestant","protestant","protestant",NA,"30s","40s","60+","40s",NA,"Some College","HS","HS","HS",NA,2,2,1,2,NA,2,2,2,2,NA,1,1,1,0,NA,2,1,1,NA,1,0,NA,1,NA,NA
19851333,75,7,"white","female","protestant","60+","No HS",3,1,1,4,0.5181,48,56,46,NA,NA,16,12,NA,NA,NA,"white","white","white",NA,NA,"male","female","male",NA,NA,"catholic","protestant","none",NA,NA,"40s","50s","40s",NA,NA,"College","HS",NA,NA,NA,1,3,2,NA,NA,2,2,2,NA,NA,0,1,1,NA,NA,1,0,NA,NA,2,NA,NA,NA,NA,NA
19851334,36,12,"white","female","protestant","30s","HS",3,1,1,1,1.0363,39,63,41,NA,NA,16,12,12,NA,NA,"white","white","white",NA,NA,"male","female","female",NA,NA,"protestant","protestant","protestant",NA,NA,"30s","60+","40s",NA,NA,"College","HS","HS",NA,NA,1,2,2,NA,NA,1,2,2,NA,NA,1,1,0,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA
19851335,73,10,"white","female","protestant","60+","No HS",3,1,4,1,0.5181,64,70,36,NA,NA,12,12,16,NA,NA,"white","white","white",NA,NA,"female","female","male",NA,NA,"protestant","protestant","protestant",NA,NA,"60+","60+","30s",NA,NA,"HS","HS","College",NA,NA,2,2,3,NA,NA,2,2,2,NA,NA,1,1,0,NA,NA,2,0,NA,NA,0,NA,NA,NA,NA,NA
19851336,58,11,"white","female","protestant","50s","No HS",4,2,3,1,1.0363,75,64,36,34,NA,11,11,16,13,NA,"white","white","white","white",NA,"female","male","female","male",NA,"protestant","protestant","protestant","protestant",NA,"60+","60+","30s","30s",NA,"No HS","No HS","College","Some College",NA,1,1,2,1,NA,2,1,2,2,NA,1,1,1,1,NA,1,2,2,NA,2,2,NA,2,NA,NA
19851337,67,7,"white","male","protestant","60+","No HS",0,2,2,1,1.5544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851338,69,9,"white","female","protestant","60+","No HS",3,3,3,1,1.5544,75,66,44,NA,NA,8,8,16,NA,NA,"white","white","white",NA,NA,"male","male","male",NA,NA,"protestant","protestant","catholic",NA,NA,"60+","60+","40s",NA,NA,"No HS","No HS","College",NA,NA,1,1,2,NA,NA,1,2,2,NA,NA,1,1,0,NA,NA,2,2,NA,NA,0,NA,NA,NA,NA,NA
19851339,35,12,"white","female","protestant","30s","HS",3,3,4,4,1.0363,36,52,36,NA,NA,12,8,18,NA,NA,"white","white","white",NA,NA,"female","female","male",NA,NA,"protestant","protestant","protestant",NA,NA,"30s","50s","30s",NA,NA,"HS","No HS","Post Graduate",NA,NA,1,3,3,NA,NA,2,2,2,NA,NA,0,1,0,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA
19851340,44,14,"white","male","protestant","40s","Some College",0,2,1,2,0.5181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851341,59,12,"white","male","protestant","50s","HS",1,1,2,1,1.0363,53,NA,NA,NA,NA,12,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"50s",NA,NA,NA,NA,"HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851342,34,11,"white","male","protestant","30s","No HS",1,1,2,5,1.0363,32,NA,NA,NA,NA,12,NA,NA,NA,NA,"white",NA,NA,NA,NA,"male",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"30s",NA,NA,NA,NA,"HS",NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851343,23,12,"white","male","protestant","20s","HS",3,2,2,1,1.5544,21,61,63,NA,NA,12,12,NA,NA,NA,"white","white","white",NA,NA,"female","female","male",NA,NA,"catholic","protestant","protestant",NA,NA,"20s","60+","60+",NA,NA,"HS","HS",NA,NA,NA,2,1,1,NA,NA,2,2,2,NA,NA,0,1,1,NA,NA,0,0,NA,NA,2,NA,NA,NA,NA,NA
19851344,20,14,"white","male","protestant","20s","Some College",0,2,1,1,1.5544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851345,65,11,"white","female","protestant","60+","No HS",1,1,4,1,1.0363,70,NA,NA,NA,NA,8,NA,NA,NA,NA,"white",NA,NA,NA,NA,"male",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"60+",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851346,42,12,"white","female","catholic","40s","HS",2,1,3,3,0.5181,36,45,NA,NA,NA,NA,NA,NA,NA,NA,"white","white",NA,NA,NA,"female","female",NA,NA,NA,"protestant","protestant",NA,NA,NA,"30s","40s",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851347,35,16,"white","female","protestant","30s","College",4,2,2,2,0.5181,28,53,58,64,NA,12,12,12,12,NA,"white","white","white","white",NA,"female","female","female","male",NA,"protestant","catholic","protestant","protestant",NA,"20s","50s","50s","60+",NA,"HS","HS","HS","HS",NA,1,1,3,3,NA,2,2,2,2,NA,1,0,1,1,NA,2,2,2,NA,1,1,NA,2,NA,NA
19851348,71,8,"white","male","catholic","60+","No HS",2,2,1,1,1.5544,23,67,NA,NA,NA,14,8,NA,NA,NA,"white","white",NA,NA,NA,"male","female",NA,NA,NA,"catholic","catholic",NA,NA,NA,"20s","60+",NA,NA,NA,"Some College","No HS",NA,NA,NA,2,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19851349,70,12,"white","male","protestant","60+","HS",0,2,4,1,1.0363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
