obs,text
43671,"Much of the dialogue regarding the 21st century-corporation focuses on the increasing diversity of the U.S. labor_force and globalization of the U.S. economy (Johnston and Packer, 1987). Scholars and managers have devoted increased_attention to exploring the influences of such diversity on organizational_life (Jehn, Northcraft and Neale, 1999; O'Reilly, Williams and Barsade, 1998). The majority of this literature utilizes a top-down approach_to_managing diversity, by focusing on how organizational_leadership can maximize_the_benefits_and_minimize the challenges of diversity among its employees and constituents (Cox, 1993; Cox and Beale, 1997). Considerably less literature addresses the bottom-up tactics that employees utilize to effectively work with the diversity that they must encounter_on_a_daily_basis in their work environment. In particular, little research_explores how individuals proactively implement strategies for establishing favorable reputations among colleagues and clients_from_diverse backgrounds. The current dissertation_elucidates the process_of_social identity-based impression management, through which individuals present themselves to colleagues and clients in ways_that_strategically display their social identities, dispel_negative_stereotypes and project images of professionalism. This study integrates theories of social_identity and impression_management to explain how and why individuals attempt_to_systematically influence the image others have of them as members of their social_identity groups. The dissertation_presents_a_conceptual_framework for this process_of_social identity-based impression management, and then tests a series_of_propositions regarding the antecedents_and_consequences of this social identity-based impression_management process. Findings from this survey_study of 262 Black_American physicians reveal that racial identity, professional identity, and organizational_climate are related to whether medical_students claim or suppress a stereotyped identity during interactions with colleagues. Findings also suggest that claiming, educating and advocating for one's social_identity group is positively_related_to_psychological well-being and career satisfaction. The theoretical_contributions_and_applied implications of the conceptual_framework for social identity-based impression_management are discussed."
45649,"This thesis_seeks to begin a preliminary_analysis of the current discourse_surrounding religion and social work. In the significant literature on the subject, the authors often compared what they perceived as the oppression of religious_people in the profession_of_social_work to the oppression of lesbian, gay, bisexual, and transgendered (LGBT) people in the larger society. Religion was defined_in_a_very_specific_way_and_that_the_term ""religion"" was used as a proxy for ""Christianity."" The use of ""religion"" as a proxy for ""Christianity"" was quite restrictive on its own, but the definition of Christianity given by the authors of the texts was so narrow as to exclude many who might self-identify as Christians. In constructing a particular vision of what it means to be Christian, the authors also begin to construct the tone of the dialog within the profession regarding Christianity and social work. The construction that was created included a great_deal of adherence to conservative_political_ideals and antipathy towards LGBT people. The thesis_addresses the way in which a hegemonic group--Christians--was claiming to be oppressed by gays and lesbians, a group which is often considered to be an oppressed and at-risk. It also analyzes the language used by the authors of the texts to examine their assumptions about the power_dynamics at work in society and in the social_work profession. This analysis is important to the profession_of_social_work as more interest in religion and its affect on social_work_values increases."
33526,"The purpose_of_this_research is to explore_issues_of_representation as they relate specifically to the process of stereotyping. The aim is to compare two sites of enculturation into stereotype: folklore_and_popular culture. Contemporary Americans share_information and experience through folk_forms and as a result of the popular_culture they have consumed. As elements and processes of culture, both folk_and_popular_forms affect individual_and_collective behavior. My focus is on the powerful effects of creating new cultural experiences and meanings while remaining grounded_in_traditional_ways of expressing experience and meaning. This research centers on folk_and_popular images of American Indians in the United States. The theoretical frameworks for understanding the nexus of folk_and_popular_forms are cultural landscapes, landscapes of power, ethnohistory, and ethnic interaction. As such, the concept of the American_frontier becomes central_to_understanding the perpetuation of stereotypes_of_American Indians. To better illuminate an American_ethos of ethnic_interaction it is useful to examine the endless permutations_and_combinations of ideology and the image available on the cultural_landscape of ethnicity. Specifically, this project_explores_the_ways in which ethnic jokes permeate_American_culture and serve to express culturally_embedded beliefs. Additionally, this project_examines cinematic contributions to stereotyped images of American Indians to conclude that there are important historical, cultural_and_social reasons that specific images of native people in the US persist."
52899,"Previous studies have noted_the_importance of structural and demographic_variables for the study of drug use among high_school students. The present_study_focuses on the pattern and extent of legal_and_illegal_drug use by high_school seniors, by variables such as gender, race, religion, and academic achievement, among others. The data used for this study were taken from Monitoring the Future (Bachman, O'Malley, & Johnston, 1980, 1987) for 1976 and 1986. Each data_collection_phase included a sample of over 15,000 students from approximately 125 to 135 public_and_private high schools, selected to provide an accurate cross section of high_school_seniors throughout the contiguous_United States. The degree_to_which_high_school_seniors were involved with drug use was related to the student's level of social bonds, level_of_education of parents, gender, and race. Cross tabulations were utilized in the analysis of data. The findings in this study_tend_to_support Hirschi's (1969) social_control theory."
17587,"This is a case_study examining an intervention that drew upon group model building. The modeling_framework in question blends system_dynamics with sociology, social psychology and small_group research--through a group decision-support framework denominated decision conferencing. The objective of the intervention was to create a management flight_simulator to assist front-line managers in thinking through welfare reform. This research reflects upon the case to derive grounded_theory upon which to base recommendations for better group-modeling practice. This dissertation contains three independent but linked essays. The first essay provides an overview of the intervention, and reports how group model_building was used to consider the implications of welfare reform. In accordance with system_dynamics tradition, this report focuses upon the models elicited, built, simulated, tested and extensively used throughout the intervention. The essay contains an account of key policy-related lessons, and limitations of the model-based analysis. The second essay_traces the genealogy of group model_building and explores a research theme. It focuses upon the tension between modeling as a representation of reality, and modeling as a tool for negotiating a social_order within the client group. A description of the group-modeling framework is developed to fit an ideal-type conceptual dichotomy. The essay_offers supporting_evidence to the thesis that group model_building_strives both to create_a_shared_understanding of an interpersonal or inter-organizational problem, in the form of a ""boundary-object"" model, and to build a ""micro-world"" type model that is useful in terms of policy_evaluation and design. In the third essay I carry_out_a_detailed_analysis of a portion of the case to bring each perspective to life and to provide illustrations. I propose_ways_to_identify and characterize tensions, and I report results from applying these instruments_and_procedures in the analysis_of_documents from the intervention. The dual objectives of group model_building studies establish a creative tension. In this dissertation, I propose that this tension needs to be recognized and handled_adequately to accomplish both objectives simultaneously. This research makes existing methodological tensions explicit, and calls for solutions for reconciliation."
53793,"This study examines continuity_of_care for the seriously and persistently mentally ill at a psychiatric_hospital continuum of care. Continuity of care is defined as a process involving the orderly, uninterrupted movement of clients among the diverse elements of a service_delivery_system (Bachrach 1981). A continuum is defined as the elements which comprise the system. The study_attempts to gain some understanding of the continuum_of_care at a psychiatric hospital. Utilizing four indices of continuity, it attempts to measure_the_degree to which these indices, related to four corresponding elements of an ideal typology, are present in this continuum. These indices and elements are: Client movement or lack of movement in accordance_with_treatment needs (Continuity of treatment); stability of client-provider relationship (Continuity of relationship); written_and_verbal_communication exists among the providers (Communication of Information); and efforts to locate and bring_back clients who appear to be lost in the system (Discontinuity of treatment). A moving sample of 60 seriously and persistently mentally_ill_clients is followed as they move from one service site to another along the continuum of care. Study findings may have programmatic_implications for managed_behavioral_health_care_service_delivery systems."
9857,"This study compares and analyzes nursing tasks in hospital_inpatient settings, tracing the technical changes in work over a thirty year period. The first time period, the 1950s, was an era of low specialization in medicine along with little differentiation of hospital work. It is compared with the second era, the 1980s, when medicine had become highly specialized and hospital work had undergone a higher_degree of differentiation. Work technology here is the independent variable, and the organizational_structure of nursing, conducted on an inpatient unit level, is the dependent variable. Structure is meant to include the ways in which nurses assign and complete their work. The comparison of 1950s' and 1980s' nurses' work indicates that differences in actual amounts of time nurses spend at the bedside are minimal; yet the composition or nature of such tasks today is markedly different. The ""curing"" function of nursing (i.e., assessment, medications, treatments, and procedures) is very evident in 1980s nursing. The traditional ""caring"" function of nursing (e.g., feeding and bathing patients) still remains visible but today represents a smaller part of nursing's bedside work. The most dramatic_change in nurses' work surfaced in the category of indirect work--work done in support of bedside activities. The percent of a nurse's indirect work_time_spent on patient-centered tasks (i.e., paperwork and communication) shot up from 19% in 1952 to 45% in 1983. Change in nursing technology has also led to organizational structural change. This study_concludes that these changes have been caused by a need for nurses to assume the role of ""integrator"" or coordinator whereby the modern nurse distinctively coordinates the many health_professionals and technicians practicing at the patient's bedside. The study should assist the modern_medical_establishment to clarify, and perhaps ""institutionalize"", this implicit and unique--but insufficiently recognized--nurse role."
1074,"This thesis assesses the revolts in Crystal City, Texas (1962-69) resulting in the formation of Latino_political factions. Employing oral_testimony of many of the participants in the conflict, as well as contemporary newspaper accounts, this work_describes the origins of Crystal City, the ethnic demographics of the town, and the individual_and_organizational_leadership that played a prominent_role in Crystal City's transformation in the 1960's. The individual chapters explain_the_development and socio-political changes in early Crystal City, the emergence of efforts_to_empower Latino citizens, and the interethnic and intraethnic divisions produced by this movement. Chapter Seven: a town divided? The thesis_concludes that the 1963-69 revolts provided the groundwork for Crystal City's transformation from an Anglo-dominated to a Latino-governed town and established a base for La_Raza_Unida movement."
36111,"This research_examines factors_involved in the emergence of Alzheimer's disease from an obscure medical diagnostic category to its current characterization as the fourth or fifth leading_cause_of_death_in_the_United States. The substantive_focus_of_this_research_is_concerned with examining the social_processes_involved in elevating biomedical and public_awareness of Alzheimer's disease. To this end, the historical_development of conceptions of dementia associated with old age are examined. Special attention is given to the emergence of medical conceptions that viewed aging as an inevitable_process of decline, and how those conceptions affected the ways particular types of scientific_evidence regarding diseases were interpreted. Factors which led_to_an_increased_emphasis on Alzheimer's disease as the category of preference to characterize particular types of neuropsychiatric problems associated with aging are also analyzed to illuminate_the_relationship between science, economics and politics within the context of governmental institutions, educational institutions, the media and private organizations. The research is also concerned with explicating links between ""micro"" and ""macro"" aspects_of_social experience. Micro actions of social_actors in interactional contexts become the opportunity to produce and/or reproduce actions that sustain and/or change macro_social structure. The intersection of micro_and_macro_levels_of_social experience always occurs: (1) in micro interactional situations; (2) within the context of already-determined events that provide_a_foundation for the production of social realities; and (3) within the context of undetermined events that are shape in the processes of reality construction. The phenomenon of Alzheimer's disease is used as the empirical referent to elucidate how specific marco knowledge_structures come to gain ascendancy and contribute to the organized display of the micro activities of knowledge_production in interactional processes of reality construction. The research_illustrates that the structuring of experience during micro interactional processes fundamentally forms the foundation of macro_social_structure and, paradoxically, that macro_social_structure forms the incipient and a priori foundation for any specific micro situation."
46742,"The purpose_of_this_study_was_to_examine_the_extent to which the intent of PL 94-142 for the provision_of_social_work_services_in_schools was implemented_in_Pennsylvania at the Intermediate_Unit level of school organization. PL 94-142 legislates the school_as_the_agency_in_the_community responsible for the development and coordination of a child-centered comprehensive free appropriate education for handicapped children. Parents were to be relieved_of_the_burden of suing for the rights of their individual child. Social work services in schools are defined in the regulations as related services; an integral_component of a free appropriate education for handicapped_children needing them to benefit from special education. The definition_of_the_role_and_function of the professional in the Pennsylvania_Department_of_Education certified as a home and school visitor/school social worker is congruent with the tasks to be performed as social_work_services in schools. This has not been interpreted to educational administrators throughout the State. This is further complicated by the discretion the regulations allow states_and_local_school_districts in selecting_qualified service providers. The issues arising from the ambiguous definition of qualified service_providers are that priority will be given to the maintenance needs of the organization at the expense of the service goals_of_the_legislation and that this in turn will result in a shift from a child-centered system of services to one that is task-centered. The study is presented in three parts. The first is a review_of_the_literature_describing the variables in implementation and providing the foundation_for_the_development_of_a_conceptual_model for the study. In the second part, an analysis of federal, state_and_local_policy_documents is made_to_determine the intent of PL 94-142 and how it was communicated between the several levels of government. Policy implementors were interviewed at these levels_of_government for data to describe their perceptions of the mandates for implementation and the sources of impediments. In the third part_data_from_questionnaires_collected from 83 service_providers were analyzed to describe who provides social_work services; the services provided; the extent to which educational_preparation and/or certification influences service delivery; and the extent to which services are consistent with the mandates of the Act. The interviews_were_held January - April 1979. The interviews with policy_implementors took place in face-to-face contacts or via telephone. Questionnaires were mailed to the service providers. A schedule was designed for each of the respondent groups. The sample of Special Education Directors and 83 service_providers was formed from the random_sample of 12 IUs chosen for the study. The findings: (1) modify the conceptual_model for the study; (2) affirm the need to: (a) insure the integrity of communication; (b) assure the consensus of perception of the implementors; (c) redesign the review_process to support the service goals of the legislation; (d) define who is qualified_to_provide social_work_services_in_schools to insure a child-centered system of services; and (e) insure compliance with the mandate that schools relieve parents of the burden of suing for the rights for their individual child; and (f) insure the adequate_provision_of_funds for services if they are not to be diverted from mainstream children."
45967,"This thesis examined student-participants' self-reported use of romantic relational_maintenance_strategies and their partners' reports of relational satisfaction. Additionally, individuals outside the romantic relationship reported on student-participants' general communicator style. The research proposed that general style reports would be predictive of relational_maintenance strategy_usage and of romantic partners' relational satisfaction. The study_found_that_general style_behaviors may not be indicative of relational_maintenance strategy_usage or romantic partners' relational satisfaction. Tests of sex_differences_revealed that females' expression of various relational_maintenance_strategies and style_behaviors are associated with male partners' relational satisfaction; however, no results were obtained indicating specific_behaviors expressed by males result in female partners' relational satisfaction."
7369,"The research_presented_in_this_dissertation is a preliminary_attempt_to_understand how several important socio-economic and cultural_themes operate in parental_choice_of_care_arrangements for their school-age children, with a primary_focus on self/sibling care and its relationship to various adult_care modes. The study_draws upon data from two large studies which described child_care_arrangements for children aged 6-12. Analyses were based on 1,650 working parents surveyed in Portland, Oregon during 1983 and 1,132 working_mothers from the National Child Care Study 1990 (NCCS). This analysis_was_undertaken_to_develop comprehensive profiles of the non-school care used for children while their parents were at work, and to identify_factors which influenced parental_choice_of_care_for_children of different ages in different types of families. Five key_questions_centered on care arrangements, family_composition and employment: (1) What types of arrangements_were_used_for_the_care_of_children at each age from 6-12 years; (2) how were different modes of care distributed among families with differing adult characteristics; (3) how was the distribution of children in a family related to the patterning of care; (4) How did characteristics of employment relate to self and sibling care; and (5) what were the broad_patterns of congruence between the local_and_national studies? Data from the 1983 Portland survey were used to construct_a_comprehensive_set of appropriate variables, develop detailed profiles of self/sibling and adult_care_arrangements in the local site, and establish hypotheses to be examined in the national data. The NCCS 1990 data were then analyzed to explore whether patterns identified in the Portland data would also appear in a more recent, nationally generalizable sample. Additional variables from the NCCS were also examined to provide a larger_context for the understanding of self and sibling care."
3572,"This study analyzed the mother-child relationship within a non-clinical sample of low_socioeconomic status, Dominican_and_Puerto_Rican mother-child dyads. The study_examined_the_effects of stress, social support, maternal perception of the child's temperament, and attachment_behaviors on dyadic competence for 23 dyads. Variables assessed shortly following the child's birth during the perinatal period, and at the child's age of 12 and 18 months, were used as predictors of dyadic competence in mother-child interaction during a free-play episode observed at the child's age of 18 months. The methodology_included nonstandard, semi-structured stress and social_support scales developed for a prior study on multi-risk mothers (Fiks, Johnson and Rosen, 1985). The stress scale measured the reported level_of_stress_experienced in the areas of finances, living arrangements, children, family and friends. The size_of_the_social_support_network was based_on_the_number_of_individuals counted on by the mother, and available to help with financial, personal, and health/medical problems. The mothers' perception of her child's temperament was based on questions regarding the consistency of the child's eating_and_sleeping habits, activities enjoyed by the child, the degree of fussiness and ease of comforting the child. Attachment behaviors (proximity- and contact-seeking, contact-maintaining, resistant, and avoidant behavior) and the amount of crying were assessed during two reunion_episodes of a modified Strange_Situation_procedure at 12 months based on a 7-point dimensional rating scale (Ainsworth, Bell, Waters, and Wall, 1978). At the child's age of 18 months, the degree_of_mutual competence in dyadic_interaction was measured by the Parent-Child Observation Guide (Bernstein, Percansky, and Hans, 1987). This scale is based on Goldberg's (1977) concept of mutual competence and rates behaviors of the mother and child that support or encourage mastery of developmental tasks. Maternal perception of the child as fussing alot at 18 months was highly predictive of less effective maternal_competence in a free_play situation. This dynamic_relationship_was_stronger than that between maternal_competence and stress, social_support_and_attachment_behaviors assessed at 12 and 18 months. However, stress from living_arrangements and problems with friends_and_family during the perinatal_period were predictive of maternal competence. The relationship_between_social support, rates of proximity_seeking and contact maintenance_behaviors and maternal_competence failed_to_yield_significant results. Although the mother and child's rates of competence were not concordant, it was found that mothers who had accurate expectations of the child for the child's age, who treated the child with respect, who helped the child stay interested in a toy or activity, and remained patient with the child had higher_rates of maternal competence. For the child, rates of competence were most correlated with their ability to invite an interaction or play activity with the mother, and noticing their mothers smiling at them in several situations. In addition, high_rates of proximity_seeking_behavior during the first reunion episode was a strong_predictor of the child's competence."
43668,"This dissertation_draws on methods and theories from psychological and linguistic_anthropology to examine the social, religious, and linguistic relationships between the high-status Muslim Swahili and the disenfranchized Giriama who live in the town of Malindi on the Kenya coast. For centuries, Swahili and Giriama lived in interdependent patron-client relationships, and the Swahili group was notoriously permeable to Giriama. Over the last century, however, socioeconomic_and_political developments have calcified the divide between them, to the point that some Swahili and Giriama consider the groups not only different but deeply, essentially different. This shift has affected Swahili and Giriama notions of religion and language. Both groups tend_to_treat religions and ethnicities as though they are intrinsically yoked together (Islam with ""Swahiliness"" and the traditional Giriama religion with ""Giriamaness""). This conceptual tendency makes it increasingly_difficult for Giriama converts to be accepted as Muslims by the high-status ethnic Muslim community. Giriama have developed a ritual strategy to accommodate this change. Rather than committing their identities to Islam, Giriama instead believe that both Islam and Giriama Traditionalism are discrete sources of power, and draw on both of them in their divining and healing rituals. This maneuver is different from the ""syncretism"" usually described by ethnographers, for it does not strive to harmonize the two separate_loci of supernatural_power into a coherent cosmological system. Giriama also reflect this conceptual_shift in encounters with coercive Muslim spirits, who routinely possess Giriama individuals, making them vomit their traditional Giriama foods and besieging them with other illnesses if they partake of traditional Giriama practices. I contend that these somatic encounters with Islam are partially motivated_by_the_fact that Giriama construe Giriama ethnicity as essentially incompatible with, and hence toxic to, Islam. Finally, I describe how Giriama and Swahili conceptualize language as essentially linked to ethnicity. I delineate nine forms of linguistic essentialism on the coast, and explore some ramifications of these for ethnic_relations and for supernatural practices like divination that draw on essentially construed Other languages."
60,"This dissertation hypothesizes a psychological and economic_model_of_voting behavior. The model posits that party_identification (an implicit psychological model) and spatial voter_choice (an implicit economic model) can predict straight ticket, split ticket, single ticket, and nonvoting. The psychological_theory is represented by a party_identification model. The economic_theory is represented by the Downsian model_of_spatial voter choice, and a model_of_spatial candidate_choice introduced in this model. Moreover, this dissertation hypothesizes that both theories represent a more complete model and is statistically different from the varying models of party_identification and spatial voter choice. The parameters of the party_identification and spatial voter_choice coefficients are estimated by a logit_model utilizing American_National_Election Series survey_data from 1984. Results_indicated_that_the_full_model significantly differs from each individual model. The implications are that voting and nonvoting decisions are viewed as a process representing a current tally of evaluations of psychological and spatial voter_choice variables."
34904,"The Life Satisfaction Battery (LSB) was used with 445 participants to examine_differences in subjective well-being among three groups of Japanese_adults_living_temporarily in the United States, but who ultimately would return to Japan: those who, if given a choice, would stay_in_the_United_States (198 participants); those who would return to Japan (92); and those who were undecided (155). Participants were from Japanese families sent to the U.S. by a company or the government. Participants had comparable family situations and secure salaries and were assured return to Japan. The conclusions were based on analysis_of_quantitative_data and 35 follow-up interviews. Twelve indices were assessed to determine change between 1987 and 1995 in level of life_satisfaction among subpopulations of the participants and to determine why some wished to stay in the U.S. and some wished to return to Japan. Those who preferred_to_stay were the most satisfied overall: Freedom, feeling challenged, and greater personal_development were factors. They also felt more confident about their English_language abilities. Those who preferred to return to Japan were the least satisfied: Isolation from the extended_family and such negatives in the U.S. as crime outweighed the positive. Satisfaction of those who were undecided was between that of the other two groups. Correlations between measures_of_satisfaction and other LSB variables were high: Those who preferred_to_stay in the U.S. scored_consistently higher, and those who preferred to return scored_consistently lower. Measures of satisfaction_correlated_moderately with perceived self-competence. Japanese who preferred_to_stay scored_significantly_higher on satisfaction, competence and other positive LSB scales; those who preferred to return scored_higher on the negative LSB scales. Those who preferred to remain seemed willing to make the foreign_culture part of their lives, while those who preferred to return missed their own culture. Among gender-based differences were competence in daily_life_skills (higher among men) and motivation to make_sacrifices in order_to_achieve goals (higher among women). The results_validate the LSB for measuring life satisfaction. No counter-intuitive associations or correlations were found. vskip9pt"
22506,"This dissertation_develops models to represent alternative lending_technologies and the resulting loan_contracts_when_the_lender simultaneously faces moral_hazard_and_adverse_selection in markets where collateral is scarce. These models are used to predict who gets loans and in what conditions, when the lender must overcome collateral imperfections, high fixed costs, and increasing competition from lenders offering different contracts. The model_correctly_predicts borrower types for two Bolivian microfinance organizations. Access to credit for the poor has dramatically_improved in Bolivia due to new microlending technologies that significantly differ from collateral-based technologies and among themselves. A benchmark_model_is_developed to compare technologies when lenders simultaneously_address information asymmetries about actions (diligence) and type (productivity). Depending on the lender's stock of information and lending technology and the borrower's collateral, different contracts are offered that match different borrower classes. Comparative statics results about imperfect collateral, equity contributions, and fixed and monitoring_costs are examined. Both portfolio quality and size matter, because microlenders must cover substantial fixed handling_costs_related to lending to the poor. A tradeoff emerges as the interest_rate increases, augmenting individual repayment promises, but the total_number of borrowers and portfolio quality decline. The different technologies of the two largest Bolivian microfinance organizations, BancoSol and Caja Los Andes, are studied. An important_difference_is_the_degree of standardization of loan contracts. Andes offers personalized (separating) contracts after intensive screening, pledging of imperfect collateral (assets with high consumption but low resale value), and monitoring to ameliorate moral hazard. BancoSol offers standardized (pooling) contracts to all takers and screening_and_monitoring are delegated to joint_liability credit groups. Matching is determined by the lending technology. Low-productivity borrowers prefer standard contracts due_to_the_possibility of cross-subsidization. High-productivity borrowers prefer personalized contracts to avoid cross-subsidizing others. Competition may improve_access_for_the_poor through lower monopoly_rents but it may deteriorate the quality and, size of the portfolio of poverty-oriented lenders. Non-parametric statistics show that lower-productivity and poorer borrowers are more likely to borrow from BancoSol."
30378,"Social movement participants define themselves and their movements historically although current social_movement_theory tends to ignore this phenomenon This study_explores how and why social_movement participants reconstruct the past as a part of their movement and how this reconstructed history, or counterpast, stands_in_opposition to the official_history constructed by the dominant_group in society. Specifically, the study_relies on George_Herbert Mead's theory of time in seeking to understand how the Frente Sandinista de Liberaci&oacute;n Nacional reconstructed Nicaraguan_history and the historical figure of General Augusto C&eacute;sar Sandino in order to drive their revolution against the Somoza_regime in the 1960s and 1970s. A feature of that reconstruction is that the Sandinistas attributed posthumous charisma (a variation of Max Weber's concept of charisma) to Sandino. Four constructions of history are explored--those by Sandino himself and his supporters, by North Americans, by Anastasio_Somoza and his supporters, and finally, the contemporary Sandinista reconstruction of the past presented in the revolution that was victorious in 1979. The method_of_investigation_is_historical_research_using_documents_produced by proponents of the four views of history during the respective time periods."
42302,"A social involvement measure using subscales from Pace's (1979) College Student Experience Survey and the social_adjustment_subscale of the College Student Adaptation Questionnaire (Baker and Siryk, 1989) were used to investigate_the_nature_of_the_relationship_between_the_degree of Black_undergraduate_students involvement in nonacademic_activities (clubs, organizations, and peer interactions) and their social_adjustment_and_academic_achievement (GPA) at a four year_predominantly_White_public_institution of higher_education in northeastern Massachusetts. The major_focus was on the correlation between student_involvement and social_adjustment as they relate to Black_students on a predominantly White campus. A statistical program for the social sciences (SPSS-X) was utilized_to_analyze eleven research_questions which were grouped under the following three broad questions: (1) What is the nature_of_the_relationship between involvement, social adjustment, and academic_achievement for Black undergraduates? (2) What are the effects of selective Black student_characteristics on the measures of involvement, social adjustment, and academic achievement? (3) What are the effects of the racial_composition of clubs_and_organizations on the measures of involvement, social adjustment, and academic_achievement after controlling_for_socioeconomic_status and commitment? The data supported the following assumptions: that there is a positive_relationship_between_student_involvement and social adjustment; and that one's commitment_to_college has a significant_effect on one's level of social_adjustment and involvement. The data, however, did not support assumptions regarding academic achievement, gender differences, academic_college of enrollment, and socioeconomic status. There was no intercorrelation between academic_achievement and measures of involvement and social adjustment. The findings suggested that social_adjustment may be affected by the racial_composition of the clubs_and_organizations students become involved in. Black_students involved in predominantly_White_and_predominantly_Black clubs_and_organizations_tend to have higher social_adjustment_scores than those with no involvement or involvement in either predominantly White or predominantly Black clubs and organizations. Recommendations for enhancing student_involvement and further research are included."
16232,"This study_investigated parents' beliefs as these relate to racism, sexism, and childrearing. The research examined: (a) parents' perceptions of influences on their beliefs about racism_and_sexism and the relative_influence of their own mothers_and_fathers in this regard, (b) the influences of age, gender, and education on racism and sexism, (c) whether parents teach their children about race ideology, (d) the relationship between parents' past_and_present contact with other races and race egalitarianism, (e) the relationships among racism, sexism social_dominance_orientation and parenting style, i.e., restrictiveness or nurturance, and (f) parental_ethnotheories and cultural_themes regarding racism and sexism. A semi-structured interview, a card sort, and numerous questionnaires were employed to address these concerns. Twenty-one, White_American_parents participated. Most of the parents were married, Protestant, and middle to upper-middle class; however, there was considerable_heterogeneity in the sample concerning the ages of the parents and their children, where the parents were raised, and their experiences and backgrounds. Participants perceived their own parents as influential to their thinking about racism and sexism, but especially so for sexism. Mothers were found_to_be_significantly more influential_than_fathers in this domain. There were generational and gender_differences regarding parental_beliefs in several areas. Most parents did not teach their children about race ideologies. Instead, they relied on general principles, i.e., ""be good to everybody"" and ""there's no difference."" As expected, parents who scored_higher on race egalitarianism, had more close_friends and social_contact with others from different racial/ethnic groups, and also allowed their children contact with these groups. Parents who favored more restrictive parenting_practices also held more racist beliefs. Parental ethnotheories and cultural_themes from the parents' narratives_were_analyzed and discussed."
48710,"The purpose_of_this_research_was_to_examine_the_relationship_between_trauma_symptoms in war veterans, secondary_trauma_symptoms in their spouses, and secondary_trauma_symptoms in their children. Up to 17% of combat_veterans_returning from the wars_in_Iraq_and_Afghanistan have exhibited symptoms of post-traumatic stress_disorder (PTSD) (Hoge et al., 2005). Living with and caring for those with PTSD has lead to secondary_trauma_symptoms in family_members (Figley, 1998). Past_research_has_found that trauma_symptoms in veterans have had an impact on the family system of the veteran including their spouse (Dekel, Goldblatt, Keidar, Solomon, Polliack, 2005; Dirkzwager, Bramensen, Ader, & van_der Ploeg, 2005), and their children (Del Valle & Avelo, 1996; Rosenheck & Nathan, 1985). A conceptual_model and theoretical_framework_based on a review_of_the_literature suggested that spousal secondary_trauma_symptoms have a mediating_effect_on_the_relationship between soldier PTSD_symptoms_and_child secondary_trauma_symptoms by increasing these symptoms in children. The population studied included Soldiers attached to a Midwestern National_Guard_unit and their spouses. A survey was designed based on the Total_Design_Method (Dillman, 1978) using the PTSD_Checklist (Weathers, Litz, Herman, Huska, & Keane, 1993), the Secondary Trauma Scale (Motta, Newman, Lambardo, and Silverman, 2004), and the Child_Behavior_Checklist (Achenbach & Rescorla, 2001) to measure stress_symptoms in families. A cross-sectional sample of Soldiers assigned to a National_Guard_unit and their spouses was surveyed. The survey_results_suggest that immediate family_members of combat_veterans with high_levels_of_PTSD are at risk for developing secondary_traumatic_stress and that secondary_trauma_symptoms in spouses of combat_veterans are a risk-increasing mediating variable between trauma_symptoms in combat_veterans and secondary_trauma_symptoms in their children. Due to a very low_response_rate and small_sample size, these results should be interpreted cautiously."
29566,"Ninety four newly_married_couples in central_Pennsylvania were interviewed within three months of marriage, and again each year for the next two years. The dependent_variables were marital_satisfaction at each of these three points in time. During the first phase of data gathering, spouses_reported the extent_to_which_they_felt_pressure to marry or not to marry by their fathers or mothers. At each of the next two phases they reported the extent to which each parent's opinion of them mattered to them; frequency_of_contact_with_parents following marriage; and the extent to which each spouse talked to each parent about feelings, problems, or personal_matters during the past two months. Hierarchical_multiple_regression_analyses_were_performed_to_determine_the_relationship_between_parental_involvement and marital satisfaction. Pressure to marry from husbands' fathers could predict_subsequent marital dissatisfaction. Trends were found connecting husbands' high_involvement with their mothers and wives' low involvement with their fathers with marital dissatisfaction. Two sample t-tests were calculated_to_determine_differences_in_parental involvement between happy_and_unhappy spouses. Happy spouses were those who had a balance in their relationships with their parents, neither being too involved nor too distant. Husbands who were the least satisfied_with_their_marriages were those who felt_pressure to marry from their fathers, or who had contact with mothers more than twice a week and confided in them more than moderate amount. Unhappy wives felt their fathers' opinion of them mattered only a moderate amount, and talked_with_their_fathers about personal_matters only a little. Unhappy spouses had more extreme_scores than happier spouses, in that they experienced more high_and_low_levels of involvement with parents. Unhappy husbands had wives who had low involvement with their fathers, while unhappy wives had husbands who had high_involvement with their mothers. Results have implications for marital_therapy in that relationships with parents may interfere with spouses' ability_to_resolve_problems within the marriage."
