"CASEID","AGE","EDUC","RACE","SEX","RELIG","AGE_CATEGORICAL","EDUC_CATEGORICAL","NUMGIVEN","HAPPY","HEALTH","PARTYID","WTSSALL"
19851132,45,12,"white","male","catholic","40s","HS",0,3,2,2,1.0363
19851133,18,11,"white","male","none","20s","No HS",5,1,2,4,2.5907
19851134,58,10,"white","female","protestant","50s","No HS",3,2,2,1,1.0363
19851135,25,13,"white","female","catholic","20s","Some College",5,2,1,1,1.0363
19851136,23,12,"white","male","protestant","20s","HS",2,2,3,2,1.0363
19851137,39,16,"white","female","protestant","30s","College",6,2,2,5,1.0363
19851138,26,12,"white","female","protestant","20s","HS",1,2,2,5,1.0363
19851139,23,11,"white","male","none","20s","No HS",2,1,1,1,2.5907
19851140,53,12,"white","male","protestant","50s","HS",1,2,2,5,1.0363
19851141,33,15,"white","male","other","30s","Some College",5,2,2,4,1.5544
19851142,56,11,"white","female","protestant","50s","No HS",3,2,1,6,0.5181
19851143,19,13,"white","female","catholic","20s","Some College",3,1,1,4,1.0363
19851144,63,12,"white","male","catholic","60+","HS",4,2,2,2,1.5544
19851145,31,15,"white","female","protestant","30s","Some College",2,2,1,2,1.0363
19851146,82,8,"white","female","protestant","60+","No HS",0,2,2,1,0.5181
19851147,57,12,"white","female","protestant","50s","HS",2,2,2,4,2.0725
19851148,26,9,"white","male","protestant","20s","No HS",4,2,3,1,1.0363
19851149,20,13,"white","female","none","20s","Some College",3,1,2,2,1.0363
19851150,28,14,"white","male","protestant","20s","Some College",5,2,2,0,0.5181
19851151,51,13,"white","male","catholic","50s","Some College",3,2,3,0,1.0363
19851152,43,14,"white","female","protestant","40s","Some College",4,2,2,4,1.0363
19851153,33,14,"white","female","protestant","30s","Some College",3,2,2,1,1.0363
19851154,57,12,"white","female","catholic","50s","HS",0,2,1,4,1.0363
19851155,27,7,"white","male","catholic","20s","No HS",0,2,1,3,1.0363
19851156,52,12,"white","female","protestant","50s","HS",1,1,1,0,1.0363
19851157,65,8,"white","female","protestant","60+","No HS",0,1,2,0,1.5544
19851158,19,12,"white","female","none","20s","HS",3,1,2,4,1.5544
19851159,49,10,"white","male","catholic","40s","No HS",0,2,1,3,1.5544
19851160,26,12,"white","male","protestant","20s","HS",2,2,2,6,1.0363
19851161,67,12,"white","female","protestant","60+","HS",3,2,2,4,0.5181
19851162,59,12,"white","male","catholic","50s","HS",3,1,2,NA,1.0363
19851163,58,12,"white","female","protestant","50s","HS",4,2,2,3,1.0363
19851164,70,13,"white","male","protestant","60+","Some College",2,1,3,5,1.0363
19851165,70,13,"white","female","catholic","60+","Some College",1,NA,2,5,0.5181
19851166,77,4,"white","male","protestant","60+","No HS",0,2,2,5,0.5181
19851167,60,8,"white","male","protestant","60+","No HS",3,1,1,3,1.0363
19851168,50,12,"white","female","catholic","50s","HS",1,3,2,0,1.5544
19851169,51,9,"white","female","protestant","50s","No HS",5,2,4,0,0.5181
19851170,53,12,"white","female","protestant","50s","HS",5,1,2,3,1.0363
19851171,77,10,"white","male","catholic","60+","No HS",4,2,2,3,0.5181
19851172,30,12,"white","female","catholic","30s","HS",5,1,1,5,1.0363
19851173,35,12,"white","female","catholic","30s","HS",3,2,2,0,1.0363
19851174,61,12,"white","male","catholic","60+","HS",5,2,2,5,1.0363
19851175,49,9,"white","female","protestant","40s","No HS",0,3,3,3,1.0363
19851176,59,12,"white","male","protestant","50s","HS",5,1,1,6,1.5544
19851177,42,12,"white","female","protestant","40s","HS",3,2,3,0,1.0363
19851178,51,11,"white","male","protestant","50s","No HS",2,2,3,2,1.5544
19851179,59,8,"white","male","protestant","50s","No HS",1,2,4,0,1.0363
19851180,26,16,"white","male","protestant","20s","College",5,2,1,5,1.0363
19851181,57,10,"white","female","protestant","50s","No HS",2,2,1,4,1.0363
19851182,36,12,"white","female","catholic","30s","HS",3,2,2,5,1.0363
19851183,89,8,"white","female","protestant","60+","No HS",3,2,3,6,0.5181
19851184,41,12,"white","female","protestant","40s","HS",2,2,2,5,2.0725
19851185,29,12,"white","female","protestant","20s","HS",1,2,2,4,1.0363
19851186,87,8,"white","male","protestant","60+","No HS",2,3,3,6,1.0363
19851187,20,13,"white","female","protestant","20s","Some College",3,2,2,1,0.5181
19851188,33,15,"white","female","protestant","30s","Some College",3,2,2,6,1.0363
19851189,20,12,"white","male","protestant","20s","HS",2,2,3,4,1.5544
19851190,69,14,"white","female","protestant","60+","Some College",5,2,2,5,0.5181
19851191,28,13,"white","female","catholic","20s","Some College",1,1,1,0,1.0363
19851192,37,11,"white","female","protestant","30s","No HS",3,3,3,2,1.0363
19851193,34,16,"white","female","protestant","30s","College",1,2,1,5,1.0363
19851194,26,20,"white","male","protestant","20s","Post Graduate",5,1,1,6,1.0363
19851195,41,14,"white","female","protestant","40s","Some College",3,2,2,3,1.0363
19851196,28,12,"white","female","protestant","20s","HS",5,2,2,1,1.0363
19851197,71,8,"white","male","protestant","60+","No HS",5,2,3,4,1.0363
19851198,61,15,"white","female","catholic","60+","Some College",4,2,3,0,1.0363
19851199,29,16,"white","male","protestant","20s","College",5,2,1,5,1.0363
19851200,55,12,"white","female","catholic","50s","HS",6,2,1,0,1.0363
19851201,29,13,"white","female","catholic","20s","Some College",6,2,2,2,1.0363
19851202,49,16,"white","female","catholic","40s","College",3,2,2,0,1.0363
19851203,25,15,"white","male","protestant","20s","Some College",5,2,2,5,1.0363
19851204,39,15,"white","male","catholic","30s","Some College",5,2,2,2,0.5181
19851205,78,11,"white","female","protestant","60+","No HS",5,2,1,5,0.5181
19851206,68,12,"white","female","catholic","60+","HS",4,1,2,0,1.0363
19851207,45,15,"white","male","protestant","40s","Some College",3,2,1,5,0.5181
19851208,38,12,"white","female","protestant","30s","HS",6,2,2,1,1.0363
19851209,57,14,"white","male","protestant","50s","Some College",6,2,3,4,1.0363
19851210,57,12,"white","female","protestant","50s","HS",5,2,1,5,1.0363
19851211,70,9,"white","female","protestant","60+","No HS",3,2,2,5,1.0363
19851212,45,11,"white","female","protestant","40s","No HS",6,3,3,3,0.5181
19851213,27,12,"white","male","protestant","20s","HS",5,2,2,0,1.0363
19851214,68,13,"white","male","catholic","60+","Some College",4,2,2,4,1.0363
19851215,76,8,"white","female","catholic","60+","No HS",5,2,2,1,0.5181
19851216,20,12,"white","female","catholic","20s","HS",3,2,2,2,0.5181
19851217,81,18,"white","male","protestant","60+","Post Graduate",1,1,1,5,1.0363
19851218,51,16,"white","female","protestant","50s","College",3,2,2,6,1.0363
19851219,77,16,"white","male","protestant","60+","College",0,3,4,5,0.5181
19851220,25,12,"white","female","protestant","20s","HS",1,2,2,5,1.0363
19851221,56,12,"white","female","protestant","50s","HS",1,1,1,5,1.0363
19851222,71,12,"white","male","catholic","60+","HS",1,2,2,2,1.0363
19851223,83,14,"white","female","protestant","60+","Some College",0,1,2,5,0.5181
19851224,48,12,"white","female","protestant","40s","HS",3,2,1,5,0.5181
19851225,24,16,"white","female","protestant","20s","College",2,2,2,5,0.5181
19851226,60,12,"white","female","protestant","60+","HS",1,1,2,1,0.5181
19851227,56,12,"white","female","protestant","50s","HS",1,2,2,5,1.0363
19851228,39,12,"white","female","protestant","30s","HS",3,2,2,6,1.0363
19851229,58,14,"white","female","protestant","50s","Some College",1,2,1,5,1.0363
19851230,67,8,"white","male","protestant","60+","No HS",1,2,2,5,1.0363
19851231,56,8,"white","male","protestant","50s","No HS",1,2,2,6,0.5181
19851232,53,13,"white","female","catholic","50s","Some College",0,2,2,1,1.0363
19851233,67,8,"white","male","catholic","60+","No HS",1,2,3,3,1.0363
19851234,49,12,"white","female","protestant","40s","HS",1,2,2,5,1.0363
19851235,63,8,"white","female","protestant","60+","No HS",0,2,4,1,0.5181
19851236,34,15,"white","male","catholic","30s","Some College",5,2,1,0,1.0363
19851237,35,14,"white","male","catholic","30s","Some College",0,2,1,4,1.0363
19851238,65,8,"white","female","catholic","60+","No HS",0,1,1,1,0.5181
19851239,40,12,"white","female","catholic","40s","HS",1,2,2,1,1.5544
19851240,22,14,"white","female","none","20s","Some College",3,1,2,2,1.0363
19851241,74,8,"white","female","catholic","60+","No HS",0,3,2,3,0.5181
19851242,57,14,"white","female","catholic","50s","Some College",1,2,1,0,0.5181
19851243,27,10,"white","male","catholic","20s","No HS",5,2,3,1,1.0363
19851244,73,8,"white","female","catholic","60+","No HS",0,2,2,1,0.5181
19851245,56,10,"white","male","catholic","50s","No HS",2,1,2,0,0.5181
19851246,37,13,"white","female","catholic","30s","Some College",3,2,1,2,2.0725
19851247,61,17,"white","female","catholic","60+","Post Graduate",0,1,4,1,1.0363
19851248,41,12,"white","male","none","40s","HS",4,1,1,6,1.0363
19851249,65,11,"white","female","protestant","60+","No HS",0,2,2,6,0.5181
19851250,62,17,"white","male","protestant","60+","Post Graduate",6,1,1,6,1.0363
19851251,47,13,"white","female","protestant","40s","Some College",2,1,2,1,1.0363
19851252,31,12,"white","male","protestant","30s","HS",1,1,1,2,1.0363
19851253,52,7,"white","male","protestant","50s","No HS",3,1,3,3,0.5181
19851254,19,12,"white","male","catholic","20s","HS",5,2,1,2,1.5544
19851255,26,14,"white","female","protestant","20s","Some College",2,1,1,2,1.0363
19851256,75,16,"white","male","protestant","60+","College",2,2,1,6,0.5181
19851257,84,8,"white","male","protestant","60+","No HS",0,2,3,0,1.0363
19851258,43,14,"white","female","protestant","40s","Some College",5,1,1,4,1.0363
19851259,23,12,"white","male","protestant","20s","HS",0,3,1,3,0.5181
19851260,44,13,"white","female","catholic","40s","Some College",2,1,1,6,1.0363
19851261,51,12,"white","male","other","50s","HS",5,2,2,2,1.0363
19851262,25,17,"white","male","protestant","20s","Post Graduate",4,1,1,3,0.5181
19851263,23,12,"white","female","protestant","20s","HS",4,1,1,5,1.0363
19851264,38,17,"white","female","protestant","30s","Post Graduate",3,1,1,0,1.0363
19851265,35,11,"white","female","protestant","30s","No HS",2,2,3,6,0.5181
19851266,49,8,"white","male","catholic","40s","No HS",2,3,3,1,1.0363
19851267,71,12,"white","female","protestant","60+","HS",3,1,3,4,0.5181
19851268,23,12,"white","male","protestant","20s","HS",0,1,1,2,1.0363
19851269,42,12,"white","female","protestant","40s","HS",3,2,1,1,1.5544
19851270,39,12,"white","male","protestant","30s","HS",3,1,1,3,1.0363
19851271,59,7,"white","female","protestant","50s","No HS",2,2,3,0,1.0363
19851272,68,11,"white","male","protestant","60+","No HS",3,1,2,5,1.0363
19851273,30,12,"white","female","protestant","30s","HS",2,2,1,5,1.0363
19851274,60,12,"white","male","protestant","60+","HS",2,2,2,5,1.0363
19851275,60,12,"white","female","protestant","60+","HS",0,1,4,6,1.0363
19851276,85,15,"white","female","protestant","60+","Some College",2,2,3,3,0.5181
19851277,22,14,"white","male","none","20s","Some College",5,3,2,2,1.0363
19851278,NA,8,"white","female","protestant",NA,"No HS",0,1,3,NA,0.5181
19851279,21,12,"white","female","protestant","20s","HS",5,2,3,5,1.0363
19851280,27,10,"white","male","protestant","20s","No HS",2,2,3,5,0.5181
19851281,59,11,"white","female","protestant","50s","No HS",3,2,3,0,1.0363
19851282,75,10,"white","female","protestant","60+","No HS",2,1,3,1,0.5181
19851283,74,12,"white","female","catholic","60+","HS",2,2,2,3,1.0363
19851284,62,10,"white","female","protestant","60+","No HS",1,2,2,0,0.5181
19851285,42,13,"white","female","protestant","40s","Some College",5,1,2,3,1.0363
19851286,55,12,"white","male","protestant","50s","HS",5,2,1,1,1.0363
19851287,32,12,"white","female","protestant","30s","HS",3,2,2,5,1.0363
19851288,27,11,"white","male","catholic","20s","No HS",2,2,3,5,1.0363
19851289,61,11,"white","male","none","60+","No HS",0,1,1,3,1.0363
19851290,87,0,"black","male","protestant","60+","No HS",0,2,3,0,0.5181
19851291,73,12,"white","female","protestant","60+","HS",3,1,2,6,1.0363
19851292,74,8,"white","female","protestant","60+","No HS",0,2,2,1,0.5181
19851293,47,12,"white","female","protestant","40s","HS",3,1,2,5,1.0363
19851294,77,10,"white","female","protestant","60+","No HS",3,2,3,3,0.5181
19851295,27,9,"white","female","protestant","20s","No HS",4,2,3,0,1.0363
19851296,62,8,"white","male","protestant","60+","No HS",1,1,1,4,1.0363
19851297,45,12,"white","female","protestant","40s","HS",5,2,2,1,2.0725
19851298,59,11,"white","female","protestant","50s","No HS",4,1,3,6,1.0363
19851299,76,11,"white","female","protestant","60+","No HS",0,2,3,1,1.0363
19851300,81,12,"white","female","protestant","60+","HS",2,2,3,5,0.5181
19851301,30,11,"white","male","none","30s","No HS",1,2,2,6,1.0363
19851302,60,12,"white","female","protestant","60+","HS",3,1,2,1,1.0363
19851303,75,12,"white","female","protestant","60+","HS",2,2,3,0,0.5181
19851304,24,12,"white","female","protestant","20s","HS",3,1,1,5,1.0363
19851305,33,13,"white","male","protestant","30s","Some College",4,2,2,3,1.0363
19851306,24,10,"white","female","protestant","20s","No HS",2,1,2,5,1.0363
19851307,72,10,"white","male","protestant","60+","No HS",1,1,3,1,1.0363
19851308,71,1,"black","female","protestant","60+","No HS",1,1,3,1,1.0363
19851309,52,10,"white","female","protestant","50s","No HS",2,2,4,1,1.0363
19851310,69,11,"white","male","protestant","60+","No HS",1,1,3,5,1.0363
19851311,40,12,"white","male","protestant","40s","HS",4,2,3,4,1.5544
19851312,38,9,"black","female","protestant","30s","No HS",2,2,3,1,1.0363
19851313,22,12,"white","female","protestant","20s","HS",2,2,1,5,1.0363
19851314,53,12,"white","male","protestant","50s","HS",2,1,3,3,0.5181
19851315,35,12,"white","female","protestant","30s","HS",3,2,1,4,0.5181
19851316,41,12,"white","female","catholic","40s","HS",4,1,1,1,0.5181
19851317,30,12,"white","male","protestant","30s","HS",3,2,1,4,1.0363
19851318,30,15,"white","female","protestant","30s","Some College",4,1,1,1,1.0363
19851319,68,13,"white","female","protestant","60+","Some College",0,2,2,2,0.5181
19851320,72,12,"white","male","protestant","60+","HS",1,2,2,0,1.0363
19851321,35,16,"white","female","protestant","30s","College",5,1,1,1,1.0363
19851322,34,12,"white","male","protestant","30s","HS",1,1,1,6,0.5181
19851323,69,11,"white","female","protestant","60+","No HS",0,2,2,1,1.0363
19851324,50,10,"white","female","protestant","50s","No HS",5,2,2,4,2.0725
19851325,56,3,"white","male","protestant","50s","No HS",3,1,2,4,1.0363
19851326,35,13,"white","female","protestant","30s","Some College",2,2,1,5,1.0363
19851327,71,9,"white","female","protestant","60+","No HS",3,3,3,5,1.0363
19851328,24,11,"white","female","protestant","20s","No HS",3,1,2,0,1.0363
19851329,72,15,"white","female","protestant","60+","Some College",4,1,4,0,0.5181
19851330,39,10,"white","female","protestant","30s","No HS",5,2,1,5,1.0363
19851331,20,12,"white","female","protestant","20s","HS",3,2,2,5,1.5544
19851332,63,12,"white","female","protestant","60+","HS",4,2,3,0,0.5181
19851333,75,7,"white","female","protestant","60+","No HS",3,1,1,4,0.5181
19851334,36,12,"white","female","protestant","30s","HS",3,1,1,1,1.0363
19851335,73,10,"white","female","protestant","60+","No HS",3,1,4,1,0.5181
19851336,58,11,"white","female","protestant","50s","No HS",4,2,3,1,1.0363
19851337,67,7,"white","male","protestant","60+","No HS",0,2,2,1,1.5544
19851338,69,9,"white","female","protestant","60+","No HS",3,3,3,1,1.5544
19851339,35,12,"white","female","protestant","30s","HS",3,3,4,4,1.0363
19851340,44,14,"white","male","protestant","40s","Some College",0,2,1,2,0.5181
19851341,59,12,"white","male","protestant","50s","HS",1,1,2,1,1.0363
19851342,34,11,"white","male","protestant","30s","No HS",1,1,2,5,1.0363
19851343,23,12,"white","male","protestant","20s","HS",3,2,2,1,1.5544
19851344,20,14,"white","male","protestant","20s","Some College",0,2,1,1,1.5544
19851345,65,11,"white","female","protestant","60+","No HS",1,1,4,1,1.0363
19851346,42,12,"white","female","catholic","40s","HS",2,1,3,3,0.5181
19851347,35,16,"white","female","protestant","30s","College",4,2,2,2,0.5181
19851348,71,8,"white","male","catholic","60+","No HS",2,2,1,1,1.5544
19851349,70,12,"white","male","protestant","60+","HS",0,2,4,1,1.0363
19851350,65,8,"white","female","catholic","60+","No HS",3,1,2,1,1.0363
19851351,61,10,"white","male","catholic","60+","No HS",2,2,2,1,1.0363
19851352,73,12,"white","female","protestant","60+","HS",4,2,2,1,0.5181
19851353,69,12,"white","male","protestant","60+","HS",3,1,2,0,1.0363
19851354,71,12,"white","female","protestant","60+","HS",3,3,4,1,0.5181
19851355,41,12,"white","female","catholic","40s","HS",1,1,1,1,1.0363
19851356,67,12,"white","male","protestant","60+","HS",1,2,4,3,1.0363
19851357,79,20,"white","male","catholic","60+","Post Graduate",3,2,2,5,1.0363
19851358,20,11,"hispanic","male","catholic","20s","No HS",3,2,3,3,1.5544
19851359,21,12,"black","female","protestant","20s","HS",4,2,1,4,1.0363
19851360,60,9,"black","male","protestant","60+","No HS",3,2,2,1,1.0363
19851361,22,12,"black","female","protestant","20s","HS",3,3,4,3,1.0363
19851362,22,12,"white","female","protestant","20s","HS",5,2,2,5,1.0363
19851363,22,12,"black","male","protestant","20s","HS",2,2,2,4,1.0363
19851364,27,12,"black","female","protestant","20s","HS",1,2,2,3,1.0363
19851365,69,10,"white","female","protestant","60+","No HS",2,2,4,3,0.5181
19851366,56,9,"white","female","protestant","50s","No HS",1,2,2,1,0.5181
19851367,36,12,"black","female","protestant","30s","HS",0,1,1,4,1.0363
19851368,44,11,"black","female","protestant","40s","No HS",0,3,3,1,0.5181
19851369,77,9,"black","female","protestant","60+","No HS",0,2,3,1,0.5181
19851370,70,8,"white","male","protestant","60+","No HS",0,2,3,0,0.5181
19851371,52,12,"white","female","protestant","50s","HS",0,1,1,1,1.0363
19851372,66,12,"white","male","protestant","60+","HS",0,2,1,0,1.5544
19851373,19,11,"white","male","protestant","20s","No HS",4,2,1,1,1.5544
19851374,72,8,"black","male","protestant","60+","No HS",1,2,4,1,1.0363
19851375,50,9,"black","female","protestant","50s","No HS",0,1,3,1,1.0363
19851376,62,11,"white","male","protestant","60+","No HS",1,1,3,2,1.0363
19851377,30,12,"white","female","protestant","30s","HS",3,1,2,5,1.0363
19851378,25,12,"white","male","protestant","20s","HS",0,2,1,3,1.5544
19851379,35,10,"black","female","protestant","30s","No HS",3,2,3,2,1.5544
19851380,49,10,"black","male","protestant","40s","No HS",1,2,3,6,2.5907
19851381,79,4,"black","male","protestant","60+","No HS",5,1,4,0,0.5181
19851382,80,9,"black","female","protestant","60+","No HS",2,1,2,0,0.5181
19851383,49,8,"black","female","protestant","40s","No HS",0,3,4,3,2.0725
19851384,27,11,"black","female","protestant","20s","No HS",0,2,2,5,1.0363
19851385,65,10,"white","male","protestant","60+","No HS",2,2,3,1,1.0363
19851386,66,0,"white","female","protestant","60+","No HS",0,2,4,0,0.5181
19851387,77,12,"white","female","protestant","60+","HS",5,3,3,1,1.0363
19851388,84,10,"white","female","protestant","60+","No HS",2,1,1,0,0.5181
19851389,85,8,"white","female","protestant","60+","No HS",2,2,3,1,0.5181
19851390,64,16,"white","female","protestant","60+","College",4,1,1,1,1.0363
19851391,33,17,"white","female","protestant","30s","Post Graduate",4,1,2,4,1.0363
19851392,41,8,"white","male","protestant","40s","No HS",1,2,2,1,1.5544
19851393,47,20,"white","male","catholic","40s","Post Graduate",5,1,1,2,1.0363
19851394,31,12,"white","male","protestant","30s","HS",1,2,2,1,1.0363
19851395,39,12,"white","male","protestant","30s","HS",1,2,2,4,1.0363
19851396,43,9,"white","male","protestant","40s","No HS",2,2,2,2,1.0363
19851397,43,13,"white","male","protestant","40s","Some College",3,2,1,0,1.5544
19851398,48,12,"white","male","protestant","40s","HS",5,2,2,5,1.5544
19851399,51,4,"white","female","protestant","50s","No HS",3,3,4,0,1.5544
19851400,20,12,"white","female","protestant","20s","HS",2,2,2,5,1.5544
19851401,38,10,"white","male","protestant","30s","No HS",1,2,4,1,1.0363
19851402,61,12,"white","female","protestant","60+","HS",4,2,2,1,1.5544
19851403,81,16,"white","male","protestant","60+","College",0,3,3,1,0.5181
19851404,59,8,"white","female","catholic","50s","No HS",2,1,2,4,0.5181
19851405,28,16,"white","female","protestant","20s","College",5,1,1,6,1.0363
19851406,27,13,"white","female","protestant","20s","Some College",2,2,3,5,1.0363
19851407,74,13,"white","female","protestant","60+","Some College",2,2,4,0,0.5181
19851408,42,17,"white","female","catholic","40s","Post Graduate",3,2,2,1,1.0363
19851409,32,12,"white","male","protestant","30s","HS",1,1,2,0,1.0363
19851410,39,7,"white","female","none","30s","No HS",0,1,1,0,1.0363
19851411,70,12,"white","female","protestant","60+","HS",1,2,3,0,1.5544
19851412,37,10,"white","male","none","30s","No HS",1,3,3,6,1.5544
19851413,34,12,"white","female","protestant","30s","HS",3,2,2,5,1.0363
19851414,35,19,"white","male","protestant","30s","Post Graduate",1,2,1,1,0.5181
19851415,66,12,"white","male","protestant","60+","HS",1,1,2,0,1.0363
19851416,54,10,"white","male","protestant","50s","No HS",0,1,2,0,1.0363
19851417,35,12,"white","male","protestant","30s","HS",0,2,2,3,1.0363
19851418,47,8,"white","female","protestant","40s","No HS",1,3,3,0,2.0725
19851419,23,11,"white","male","protestant","20s","No HS",1,2,2,5,1.0363
19851420,32,12,"white","male","protestant","30s","HS",3,2,2,1,0.5181
19851421,43,12,"white","female","other","40s","HS",5,1,2,4,1.0363
19851422,19,12,"white","female","protestant","20s","HS",2,1,1,2,0.5181
19851423,40,12,"white","female","protestant","40s","HS",4,2,1,4,0.5181
19851424,38,11,"white","male","protestant","30s","No HS",2,2,1,3,1.5544
19851425,23,16,"white","male","none","20s","College",4,1,1,5,1.5544
19851426,22,15,"white","female","protestant","20s","Some College",5,1,1,4,1.5544
19851427,37,20,"white","female","jewish","30s","Post Graduate",3,1,1,2,1.0363
19851428,33,20,"white","male","protestant","30s","Post Graduate",5,2,1,1,0.5181
19851429,21,16,"white","male","catholic","20s","College",5,2,1,6,1.0363
19851430,23,15,"white","female","protestant","20s","Some College",3,2,3,5,1.0363
19851431,23,17,"black","female","protestant","20s","Post Graduate",5,2,1,0,0.5181
19851432,21,13,"white","male","protestant","20s","Some College",4,2,1,6,1.0363
19851433,22,14,"white","male","none","20s","Some College",5,2,1,3,1.0363
19851434,26,17,"white","female","protestant","20s","Post Graduate",6,3,2,5,1.0363
19851435,41,14,"white","male","protestant","40s","Some College",6,1,1,1,1.0363
19851436,27,18,"white","female","protestant","20s","Post Graduate",5,1,1,2,1.0363
19851437,31,12,"white","male","protestant","30s","HS",3,3,1,4,1.0363
19851438,20,14,"white","male","protestant","20s","Some College",6,2,1,5,1.0363
19851439,80,4,"white","male","none","60+","No HS",3,2,2,3,1.5544
19851440,56,7,"white","male","protestant","50s","No HS",5,2,3,5,1.0363
19851441,61,17,"white","female","protestant","60+","Post Graduate",2,1,1,1,0.5181
19851442,51,13,"white","female","protestant","50s","Some College",2,2,1,1,1.0363
19851443,31,16,"white","female","protestant","30s","College",5,2,1,0,1.0363
19851444,47,18,"white","female","protestant","40s","Post Graduate",6,2,2,1,1.0363
19851445,40,14,"white","male","catholic","40s","Some College",3,1,2,4,1.0363
19851446,37,16,"white","female","protestant","30s","College",4,1,1,1,1.0363
19851447,42,17,"white","male","catholic","40s","Post Graduate",5,2,2,6,1.0363
19851448,28,12,"white","female","protestant","20s","HS",3,1,2,1,1.0363
19851449,65,10,"other","female","protestant","60+","No HS",2,2,3,1,2.0725
19851450,37,10,"other","female","protestant","30s","No HS",3,1,2,0,1.0363
19851451,58,11,"other","male","protestant","50s","No HS",5,2,3,1,1.5544
19851452,37,13,"other","female","protestant","30s","Some College",5,2,1,1,1.0363
19851453,36,7,"other","male","protestant","30s","No HS",1,1,2,2,1.0363
19851454,59,16,"other","female","protestant","50s","College",5,2,2,1,1.0363
19851455,26,9,"other","female","protestant","20s","No HS",3,2,3,0,1.0363
19851456,58,6,"white","male","protestant","50s","No HS",0,1,4,4,1.5544
19851457,35,11,"white","male","protestant","30s","No HS",1,1,2,2,0.5181
19851458,68,13,"white","male","protestant","60+","Some College",1,2,2,1,1.0363
19851459,70,16,"other","female","protestant","60+","College",1,2,1,1,1.0363
19851460,31,12,"white","male","protestant","30s","HS",5,1,2,1,0.5181
19851461,34,12,"white","female","protestant","30s","HS",3,2,3,4,0.5181
19851462,31,13,"white","female","protestant","30s","Some College",4,2,2,2,0.5181
19851463,28,12,"white","male","protestant","20s","HS",1,2,3,3,0.5181
19851464,54,12,"white","male","jewish","50s","HS",0,3,2,5,0.5181
19851465,33,13,"white","female","none","30s","Some College",4,1,1,3,1.0363
19851466,46,14,"hispanic","male","catholic","40s","Some College",1,2,1,5,1.0363
19851467,77,15,"white","female","protestant","60+","Some College",5,2,2,3,1.0363
19851468,44,20,"white","male","jewish","40s","Post Graduate",5,1,1,6,1.0363
19851469,69,16,"white","male","catholic","60+","College",2,2,2,0,1.0363
19851470,57,12,"white","female","none","50s","HS",3,1,1,0,1.0363
19851471,89,10,"white","male","none","60+","No HS",0,1,1,0,1.0363
19851472,51,20,"white","male","protestant","50s","Post Graduate",3,1,1,2,1.0363
19851473,47,12,"white","male","none","40s","HS",1,2,2,2,1.0363
19851474,54,13,"white","male","protestant","50s","Some College",1,1,2,5,1.0363
19851475,53,12,"white","female","protestant","50s","HS",2,1,1,3,1.0363
19851476,24,10,"white","female","none","20s","No HS",0,3,1,3,0.5181
19851477,57,12,"white","male","protestant","50s","HS",5,2,3,6,1.0363
19851478,69,12,"white","male","catholic","60+","HS",3,2,1,0,0.5181
19851479,25,14,"hispanic","female","catholic","20s","Some College",3,2,2,1,2.0725
19851480,41,17,"white","male","none","40s","Post Graduate",1,1,1,3,1.0363
19851481,53,16,"white","female","protestant","50s","College",5,2,2,1,1.0363
19851482,59,12,"white","female","protestant","50s","HS",1,2,2,5,1.0363
19851483,50,12,"white","female","protestant","50s","HS",2,2,2,5,1.0363
19851484,36,12,"white","female","protestant","30s","HS",2,3,4,1,1.0363
19851485,54,12,"white","female","protestant","50s","HS",5,2,2,4,0.5181
19851486,39,10,"white","female","catholic","30s","No HS",6,3,1,1,0.5181
19851487,29,12,"white","female","protestant","20s","HS",4,1,1,4,1.0363
19851488,33,13,"white","female","protestant","30s","Some College",5,3,1,6,1.0363
19851489,54,11,"white","female","protestant","50s","No HS",5,1,1,6,1.0363
19851490,41,13,"white","male","protestant","40s","Some College",3,3,2,4,1.0363
19851491,21,12,"hispanic","male","catholic","20s","HS",5,3,2,3,2.0725
19851492,21,15,"white","female","protestant","20s","Some College",6,2,2,1,1.0363
19851493,21,15,"white","female","catholic","20s","Some College",3,2,2,1,1.5544
19851494,25,17,"white","male","catholic","20s","Post Graduate",5,2,2,3,1.5544
19851495,22,15,"hispanic","male","other","20s","Some College",3,3,2,3,1.5544
19851496,23,14,"white","female","catholic","20s","Some College",4,2,1,3,1.0363
19851497,36,14,"white","male","protestant","30s","Some College",5,2,1,2,1.0363
19851498,23,14,"white","female","protestant","20s","Some College",4,3,2,5,1.0363
19851499,23,17,"white","male","catholic","20s","Post Graduate",5,2,1,5,1.0363
19851500,24,15,"white","female","catholic","20s","Some College",2,1,2,2,1.0363
19851501,23,15,"hispanic","female","catholic","20s","Some College",3,2,1,0,0.5181
19851502,25,12,"white","female","protestant","20s","HS",5,2,2,0,1.0363
19851503,27,17,"white","male","protestant","20s","Post Graduate",3,2,4,6,1.0363
19851504,39,15,"white","female","protestant","30s","Some College",3,3,2,3,0.5181
19851505,50,9,"white","male","protestant","50s","No HS",6,2,4,5,1.0363
19851506,49,14,"white","female","protestant","40s","Some College",6,2,2,1,1.0363
19851507,66,8,"hispanic","male","catholic","60+","No HS",3,2,2,1,1.0363
19851508,42,14,"white","female","protestant","40s","Some College",6,1,3,2,1.5544
19851509,20,9,"white","female","catholic","20s","No HS",3,2,1,5,2.0725
19851510,30,13,"white","male","catholic","30s","Some College",5,2,1,0,1.0363
